client_name,client_id,site_id,year,month,mem_purchase_count,mem_wash_count,mem_revenue,ret_wash_count,ret_revenue,ASP_mem,ASP_ret,mem_revenue_pct,mem_count_pct,client_id_1,active,timezone,address1,state,postal_code,region
Cliff's Car Wash,000004_cliff,1,2020,4,193,4486,4720.97,2750,32326.20,1.05,11.75,12.74,62.0,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2020,5,334,6272,8076.65,4394,52564.18,1.29,11.96,13.32,58.8,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2020,6,200,5105,5042.04,3077,37236.54,0.99,12.1,11.93,62.39,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2020,7,294,6352,7510.92,4536,55059.59,1.18,12.14,12.0,58.34,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2020,8,262,6292,6563.40,4551,54476.60,1.04,11.97,10.75,58.03,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2020,9,246,5626,6104.45,3438,40550.01,1.09,11.79,13.08,62.07,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2020,10,196,5232,4709.92,3331,40473.74,0.9,12.15,10.42,61.1,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2020,11,145,3941,3461.51,2131,25509.42,0.88,11.97,11.95,64.9,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2020,12,164,4230,3891.28,2391,28187.47,0.92,11.79,12.13,63.89,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2021,1,207,4858,5025.84,3035,35088.13,1.03,11.56,12.53,61.55,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2021,2,184,5057,4400.03,2843,32306.18,0.87,11.36,11.99,64.01,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2021,3,213,5354,5066.86,3815,44855.81,0.95,11.76,10.15,58.39,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2021,4,175,5086,4096.22,2874,35234.41,0.81,12.26,10.41,63.89,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2021,5,226,6844,5494.74,4081,49375.39,0.8,12.1,10.01,62.65,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2021,6,225,6376,5554.72,4487,54762.20,0.87,12.2,9.21,58.69,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2021,7,256,6691,6076.47,4226,51900.70,0.91,12.28,10.48,61.29,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2021,8,154,5364,3739.44,2615,31352.60,0.7,11.99,10.66,67.23,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2021,9,907,6305,21615.34,3552,42503.26,3.43,11.97,33.71,63.96,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2021,10,2540,4238,61203.41,1946,23951.40,14.44,12.31,71.87,68.53,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2021,11,2458,3894,59146.31,1928,23253.53,15.19,12.06,71.78,66.88,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2021,12,2445,4084,59268.54,1826,22574.58,14.51,12.36,72.42,69.1,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2022,1,2453,4928,59152.16,3234,38805.19,12.0,12.0,60.39,60.38,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2022,2,2488,5231,60162.41,3673,44020.27,11.5,11.98,57.75,58.75,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2022,3,2497,5289,60208.99,3014,36314.54,11.38,12.05,62.38,63.7,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2022,4,2504,5233,60543.65,2536,30277.53,11.57,11.94,66.66,67.36,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2022,5,2518,5500,60886.62,2976,36639.32,11.07,12.31,62.43,64.89,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2022,6,2596,6808,63140.94,3972,53549.98,9.27,13.48,54.11,63.15,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2022,7,2644,6602,64561.18,3817,52370.43,9.78,13.72,55.21,63.37,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2022,8,2580,5457,63013.86,2374,30900.18,11.55,13.02,67.1,69.68,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2022,9,2560,4997,62902.73,2611,35093.44,12.59,13.44,64.19,65.68,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2022,10,2524,5304,62080.99,2716,35293.58,11.7,12.99,63.75,66.13,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2022,11,2431,3146,59952.38,1225,16792.73,19.06,13.71,78.12,71.97,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2022,12,2405,4672,59166.47,2136,28033.55,12.66,13.12,67.85,68.63,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2023,1,2358,3966,58108.98,1411,17510.40,14.65,12.41,76.84,73.76,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2023,2,2392,4900,58577.58,2804,37209.64,11.95,13.27,61.15,63.6,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2023,3,2375,4529,58166.83,1654,20770.95,12.84,12.56,73.69,73.25,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2023,4,2403,5472,58911.05,2915,38103.50,10.77,13.07,60.72,65.24,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2023,5,2449,5999,60068.17,2659,34388.89,10.01,12.93,63.59,69.29,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2023,6,2486,6093,60889.56,2921,38725.85,9.99,13.26,61.12,67.59,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2023,7,2482,6015,60638.99,3311,42623.67,10.08,12.87,58.72,64.5,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2023,8,2495,5043,61213.02,2225,28592.89,12.14,12.85,68.16,69.39,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2023,9,2432,4767,59685.28,2150,26857.17,12.52,12.49,68.97,68.92,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2023,10,2397,4301,59017.78,1956,24662.71,13.72,12.61,70.53,68.74,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2023,11,2298,3066,56514.90,1249,1216100.90,18.43,973.66,4.44,71.05,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2023,12,2282,3581,56517.60,1798,24825.18,15.78,13.81,69.48,66.57,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2024,1,2287,4260,56634.89,1700,22193.59,13.29,13.06,71.85,71.48,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2024,2,2256,3181,55642.27,1245,16735.82,17.49,13.44,76.88,71.87,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2024,3,2257,3849,56097.18,1701,23222.67,14.57,13.65,70.72,69.35,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2024,4,2284,4665,56951.98,2191,29125.42,12.21,13.29,66.16,68.04,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2024,5,2333,5148,58229.52,2469,33910.16,11.31,13.73,63.2,67.59,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2024,6,2371,5934,59149.16,3305,45422.03,9.97,13.74,56.56,64.23,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2024,7,2413,5948,60513.92,3273,43453.81,10.17,13.28,58.2,64.5,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2024,8,2382,5490,59900.10,2300,30481.04,10.91,13.25,66.27,70.47,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2024,9,2379,5395,59832.24,2525,34514.53,11.09,13.67,63.42,68.12,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2024,10,2343,4550,59076.85,2023,27303.81,12.98,13.5,68.39,69.22,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2024,11,2265,2950,56976.26,1028,14650.84,19.31,14.25,79.55,74.16,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2024,12,2226,3015,55987.11,1235,16849.51,18.57,13.64,76.87,70.94,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2025,1,2224,3777,55767.61,1949,25252.76,14.77,12.96,68.83,65.96,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2025,2,2207,3315,55331.08,1291,17347.87,16.69,13.44,76.13,71.97,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2025,3,2209,3871,55393.49,1665,22632.98,14.31,13.59,70.99,69.92,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2025,4,2222,4746,55753.21,2262,30840.24,11.75,13.63,64.39,67.72,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2025,5,2249,4715,56646.11,2305,32434.94,12.01,14.07,63.59,67.17,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2025,6,2267,4882,57015.55,2891,39223.30,11.68,13.57,59.24,62.81,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2025,7,2292,5676,57673.22,3194,43138.49,10.16,13.51,57.21,63.99,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2025,8,2296,5086,57537.32,2795,37385.63,11.31,13.38,60.61,64.53,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2025,9,2299,4859,57483.09,2197,29641.18,11.83,13.49,65.98,68.86,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2025,10,2261,3494,56711.74,1248,16859.82,16.23,13.51,77.08,73.68,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2025,11,2212,3378,55402.49,1748,24162.22,16.4,13.82,69.63,65.9,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2025,12,2208,3568,54947.40,1528,22793.51,15.4,14.92,70.68,70.02,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2026,1,2200,3359,54841.68,1858,25428.28,16.33,13.69,68.32,64.39,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2026,2,2206,4302,55063.91,1991,26733.18,12.8,13.43,67.32,68.36,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2026,3,2224,3996,58420.71,2004,29918.14,14.62,14.93,66.13,66.6,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2026,4,2138,3721,68888.89,1323,19835.85,18.51,14.99,77.64,73.77,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,1,2026,5,2048,5277,66477.82,2737,40794.81,12.6,14.9,61.97,65.85,000004_cliff,1,America/Denver,3536 W 4800 S,UT,84067,West
Cliff's Car Wash,000004_cliff,3,2022,5,14,18,256.85,183,2079.48,14.27,11.36,10.99,8.96,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2022,6,81,315,1908.17,1107,11564.47,6.06,10.45,14.16,22.15,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2022,7,172,604,3905.54,1174,13433.54,6.47,11.44,22.52,33.97,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2022,8,214,659,4935.02,903,8711.26,7.49,9.65,36.16,42.19,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2022,9,243,708,5707.52,964,10547.45,8.06,10.94,35.11,42.34,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2022,10,258,694,6054.70,991,11131.07,8.72,11.23,35.23,41.19,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2022,11,260,484,6022.52,586,6173.11,12.44,10.53,49.38,45.23,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2022,12,287,778,6557.80,874,10322.19,8.43,11.81,38.85,47.09,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2023,1,290,695,6729.92,549,6348.36,9.68,11.56,51.46,55.87,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2023,2,323,983,7739.61,1145,14466.11,7.87,12.63,34.85,46.19,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2023,3,344,857,8171.28,686,7562.33,9.53,11.02,51.94,55.54,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2023,4,372,1226,8922.07,1351,16293.95,7.28,12.06,35.38,47.57,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2023,5,391,1417,9132.05,1193,13975.26,6.44,11.71,39.52,54.29,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2023,6,434,1535,10086.63,1476,17139.64,6.57,11.61,37.05,50.98,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2023,7,477,1745,11003.14,1440,17448.97,6.31,12.12,38.67,54.79,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2023,8,460,1474,10555.12,1093,12446.24,7.16,11.39,45.89,57.42,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2023,9,458,1305,10342.33,1056,12648.77,7.93,11.98,44.98,55.27,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2023,10,457,1177,10223.06,954,11621.80,8.69,12.18,46.8,55.23,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2023,11,430,922,9659.21,847,9729.46,10.48,11.49,49.82,52.12,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2023,12,461,1055,10323.41,1057,12986.38,9.79,12.29,44.29,49.95,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2024,1,476,1154,10335.09,917,10594.72,8.96,11.55,49.38,55.72,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2024,2,462,965,10167.13,828,10305.45,10.54,12.45,49.66,53.82,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2024,3,508,1248,11198.58,1088,13177.97,8.97,12.11,45.94,53.42,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2024,4,551,1588,12179.44,1363,17228.43,7.67,12.64,41.42,53.81,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2024,5,578,1798,13085.28,1404,18016.93,7.28,12.83,42.07,56.15,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2024,6,648,2247,14631.53,2068,26225.09,6.51,12.68,35.81,52.07,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
Cliff's Car Wash,000004_cliff,3,2024,7,689,2480,15591.52,2094,26698.79,6.29,12.75,36.87,54.22,000004_cliff,1,America/Denver,3690 Riverdale Rd,UT,84405,West
