source_file,Name,Latitude,Longitude,client_name,client_id,site_id,lat,lon,_Match,__longitude,__latitude,__name,2025 Estimate,Growth 2025-2020,Growth 2030-2025,2025 Average Age,Labor Force,Average Household Income,Median Household Income,Renter-Occupied,1 vehicle,2 vehicles,3 vehicles,4 vehicles,5 or more vehicles,Total Vehicles Available in the Market,Average Number of Vehicles Available,"$100,000 to $124,999","$125,000 to $149,999","$150,000 to $174,999","$175,000 to $199,999","$200,000 to $249,999",Median Household Income.1,Average Household Income.1,Current Year Estimated Owner-Occupied Housing Units by Value,Count of Car Wash Competitors,Nearest Car Wash Competitors-Name,2nd Nearest Car Wash Competitors-Name,3rd Nearest Car Wash Competitors-Name,Nearest Car Wash Competitors-Distance,Nearest Car Wash Competitors-Competitor Type,Nearest Car Wash Competitors-Car Wash Type,Nearest Car Wash Competitors-Website,2nd Nearest Car Wash Competitors-Distance,2nd Nearest Car Wash Competitors-Competitor Type,2nd Nearest Car Wash Competitors-Car Wash Type,2nd Nearest Car Wash Competitors-Website,3rd Nearest Car Wash Competitors-Distance,3rd Nearest Car Wash Competitors-Competitor Type,3rd Nearest Car Wash Competitors-Car Wash Type,3rd Nearest Car Wash Competitors-Website,Count of ChainXY VT - Mass Merchant,Nearest ChainXY VT - Mass Merchant-Chain Name,Nearest ChainXY VT - Mass Merchant-Distance,2nd Nearest ChainXY VT - Mass Merchant-Chain Name,2nd Nearest ChainXY VT - Mass Merchant-Distance,3rd Nearest ChainXY VT - Mass Merchant-Chain Name,3rd Nearest ChainXY VT - Mass Merchant-Distance,Count of ChainXY VT - Grocery,Count of ChainXY VT - Department Store,Nearest StreetLight US Hourly-ttl_overnight,Nearest StreetLight US Hourly-ttl_breakfast,Nearest StreetLight US Hourly-ttl_lunch,Nearest StreetLight US Hourly-ttl_afternoon,Nearest StreetLight US Hourly-ttl_dinner,Nearest StreetLight US Hourly-ttl_night,Nearest StreetLight US Hourly-Highway,2025 % HH with Income $50K+,client_id_1,membership_wash_count_2025,retail_wash_count_2025,state,region
unique_clients_part_1_Batch_2562721.xlsx,107731buckeye,40.051965,-83.050599,Buckeye Car Wash,107731buckeye,1,40.051965,-83.050599,Lat/Lng,-83.050599,40.051965,Buckeye Car Wash,102174.2009850455,0.0116157266838836,-0.0175862869156365,40.80809172843694,59216.42960113543,136523.9455730859,96938.09731759944,20256.87851302093,18240.944293721,19883.80496663519,4965.74435019854,982.5955944645684,149.7741294873413,77585.04030288197,1.646839976175657,4705.122530312394,3509.038845312782,3091.222517578397,2782.265231135418,4939.628617762006,96938.09731759944,136523.9455730859,26885.55313762452,6,Klean-A-Kar Wash,Moo Moo Express Car Wash,Moo Moo Express Car Wash,0.0045979579058355,Tunnel Car Wash,,,1.099067306922237,National Chain,Express,www.moomoocarwash.com,2.031182776470168,National Chain,Express,www.moomoocarwash.com,2,Target,1.828656520278886,Walmart USA,2.332410817289801,,0.0,7,0,402,3218,3269,3621,3491,1518,primary,74.70200592202684,107731buckeye,913.0,20178.0,OH,Midwest
unique_clients_part_1_Batch_2562721.xlsx,107912supervalue,41.1057495,-74.0330754,Super 4 Season Car Wash,107912supervalue,1,41.1057495,-74.0330754,Lat/Lng,-74.0330754,41.1057495,Super 4 Season Car Wash,159866.1810723147,0.0742900378594235,0.0492625304093741,33.84921317881528,70564.80718738481,137090.9305545783,101289.3794823489,17822.87125152396,15579.77556091617,12626.10260121606,4747.639307703241,1626.148573265993,721.0778856137767,65184.88240759086,1.570800007697104,3900.511431456544,3533.854001130327,2991.254995836876,2318.505132165388,4635.407757271198,101289.3794823489,137090.9305545783,23826.55113994854,4,Super 4 Seasons Car Wash & Det,Rockland Auto Wash,Z Line Car Wash,0.002051314222563,Tunnel Car Wash,Full-Service/Ext./Detail/⛽ ,www.super4seasoncarwash.com,0.4537569089989439,Tunnel Car Wash,Full-Service/Ext.,www.rocklandautowash.business.,1.419592970314129,Tunnel Car Wash,Full-Service/Ext./Lube,No Website,1,Target,0.5567542982163205,,0.0,,0.0,2,0,508,2246,1570,1735,1682,1427,tertiary,73.78495162450845,107912supervalue,37952.0,25579.0,NY,Northeast
unique_clients_part_1_Batch_2562721.xlsx,107912supervalue,41.1019678,-74.026,Super 4 Season Car Wash,107912supervalue,3,41.1019678,-74.026,Lat/Lng,-74.026,41.1019678,Super 4 Season Car Wash,156057.618594012,0.0678930117864359,0.0465512823390619,34.45439614649069,69979.14507107553,139363.7371024143,103543.1782345236,17438.77010416007,15399.36035593692,12595.08006747742,5116.804827950429,1708.524227107642,760.9933224879205,66578.99849561322,1.596844822671153,3886.651691618143,3584.462179179536,3009.265322923893,2275.33440018259,4878.967978496803,103543.1782345236,139363.7371024143,24404.74151655426,4,Rockland Auto Wash,Super 4 Seasons Car Wash & Det,Soft Cloth Car Wash ,0.001618807152284,Tunnel Car Wash,Full-Service/Ext.,www.rocklandautowash.business.,0.4502473613996737,Tunnel Car Wash,Full-Service/Ext./Detail/⛽ ,www.super4seasoncarwash.com,1.726149395669108,Tunnel Car Wash,Express/lube,www.softclothcarwash.com,1,Target,0.2633762015409719,,0.0,,0.0,2,0,665,2995,3058,3530,3300,2131,primary,74.6466361893712,107912supervalue,173.0,17382.0,NY,Northeast
unique_clients_part_1_Batch_2562721.xlsx,109881short,38.0870386,-97.9110651,Fastlane Express Car Wash,109881short,1,38.0870386,-97.9110651,Lat/Lng,-97.9110651,38.0870386,Fastlane Express Car Wash,37485.16738972219,-0.0038481067833276,-0.0345614660051558,41.73429346082803,19801.41608395299,78797.71079813727,63002.59478264915,5587.067199477926,5798.505482657056,5326.375685668085,2398.112509749946,1067.667161496589,412.5503666948644,29979.01486270374,1.909051234746228,1712.952848095272,993.232489496062,502.3831119677052,276.3981285436312,406.5860063887667,63002.59478264915,78797.71079813727,10194.39066762524,2,Fast Lane Express Car Wash,Club Carwash,,0.0088493366992215,Tunnel Car Wash,,,1.174692438931258,National Chain,,,0.0,,,,1,Walmart USA,1.562734272714233,,0.0,,0.0,1,0,225,2439,2533,2580,2540,1432,tertiary,60.06646684520123,109881short,2073.0,31531.0,KS,Midwest
unique_clients_part_1_Batch_2562721.xlsx,130843hippo,47.7113411,-116.7935023,Hippo Car Wash,130843hippo,1,47.7113411,-116.7935023,Lat/Lng,-116.7935023,47.7113411,Hippo Car Wash,62992.95147423231,0.0404490770729672,0.0623370550128143,42.14835696785492,31503.44380819844,103391.715197554,82401.34788472764,10585.84354396956,7932.615792869765,10386.25062834437,4496.91763554269,1028.661375390831,597.9215573874535,49300.12324468716,1.897703153782391,2907.318836979975,2014.774219375162,1674.208172548213,1116.615154708794,1355.405060624238,82401.34788472764,103391.715197554,15436.15684020851,4,Hippo Car Wash,Metro Express Car Wash,Squeaky's Car Wash,0.0151227248808502,Tunnel Car Wash,Express,www.hippocarwash.com,0.4339405162433583,Tunnel Car Wash,Express,www.metroexpresscarwash.com,0.7435770814553618,Tunnel Car Wash,Exterior/detail,www.squeakyscda.com,2,Target,1.653973274260309,Walmart USA,2.59977116920697,,0.0,6,0,30,420,494,501,344,110,tertiary,71.38538676191176,130843hippo,26717.0,66351.0,ID,West
unique_clients_part_1_Batch_2562721.xlsx,136360andysauto,41.9636568,-87.998308,Vipexpresscarwash.net,136360andysauto,1,41.9636568,-87.998308,Lat/Lng,-87.998308,41.9636568,Vipexpresscarwash.net,84834.72246677127,0.0023694604067019,0.0036987160539528,42.56089209122196,48997.88731101927,120018.8665200861,97399.88020503252,9564.854376327028,9931.083258621278,12920.86165862792,5416.753374097447,1664.483471842541,431.8660352653824,60840.33076186654,1.929780502294194,4329.100982845295,2796.314097630122,2377.410142262466,1967.388491424892,2098.212051835493,97399.88020503252,120018.8665200861,22013.95968359472,5,VIP Express CarWash,Zips Car Wash,H2o Car wash and Detail Center,0.1505160020943788,Tunnel Car Wash,Express,www.unlimitedwashes.com,1.76881473092385,National Chain,Express, www.zipscarwash.com,1.932886612749808,Tunnel Car Wash,Express / Detail ,www.h20autospa.com,2,Target,0.395865442242012,Walmart USA,2.06696041035971,,0.0,2,0,48,274,212,303,258,122,tertiary,80.10792371972191,136360andysauto,22081.0,32235.0,IL,Midwest
unique_clients_part_1_Batch_2562721.xlsx,143308kuhnsville,40.5927877,-75.5868185,Kuhnsville Car Wash,143308kuhnsville,1,40.5927877,-75.5868185,Lat/Lng,-75.5868185,40.5927877,Kuhnsville Car Wash,36477.23255228496,0.0685773006880527,0.0386911944002161,43.91956850735628,19696.80370857514,158937.3999796188,123540.6999976762,3702.326563989627,3883.25390956807,6508.025713131181,2628.771097026183,722.0912662111223,193.0789738059975,28639.37856078346,1.979134975320918,1774.506063014502,1397.229394402355,1255.818452861975,1096.666162711103,1897.826303328737,123540.6999976762,158937.3999796188,10787.47509271116,2,Kuhnsville Car Wash,Car Wash On Broadway,,0.0040499994848818,Tunnel Car Wash,Flex/Self-serve,www.kcwash.com,1.736045360007862,Tunnel Car Wash,Express,www.carwashonbroadway.com,0.0,,,,2,Target,2.285693866377823,Walmart USA,2.716740321255776,,0.0,3,1,1278,6046,3997,5008,3910,2002,primary,82.61438930162231,143308kuhnsville,16922.0,58983.0,PA,Northeast
unique_clients_part_1_Batch_2562721.xlsx,151261chagrin,41.413954,-81.344731,Chagrin Auto Spa,151261chagrin,1,41.413954,-81.344731,Lat/Lng,-81.344731,41.413954,Chagrin Auto Spa,20257.72425976384,-0.0088802301530374,-0.0004951762156261,46.30448363717701,10856.67276745779,202272.4739639907,137401.5118302407,1076.366773490328,2032.355849980086,3289.155264084111,1548.761859858467,375.7814193832455,110.9912716511753,15315.03399351257,1.971972354348831,686.896666006418,506.2392117629061,595.5980485734763,528.8957510255859,1404.761540823325,137401.5118302407,202272.4739639907,6696.041361873504,1,Chagrin Auto Spa,,,0.0140257574714467,Tunnel Car Wash,Full-service/exterior/detail/l,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,1,0,79,1577,1510,1541,1261,443,secondary,83.32950636064645,151261chagrin,13884.0,26074.0,OH,Midwest
unique_clients_part_1_Batch_2562721.xlsx,156751mendham,40.7819423,-74.5883127,Mendham Car Wash,156751mendham,1,40.7819423,-74.5883127,Lat/Lng,-74.5883127,40.7819423,Mendham Car Wash,13392.42364419927,-0.0032400066898428,-0.01988166661213,43.76067476164232,7525.347511010943,356357.2081008802,204562.5561974462,429.212571465876,849.4444838990457,2250.000417276751,862.1024884344079,262.721839401871,184.1984508163296,9907.632395444904,2.220522000287697,276.9213224146515,202.0503454073332,318.8734264229424,606.1041797185317,1323.398245039396,204562.5561974462,356357.2081008802,4053.558589387219,1,Mendham Car Wash & Lube Center,,,0.1539426220042223,Tunnel Car Wash,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,225,2755,1917,2348,2010,813,primary,92.2893577856736,156751mendham,6031.0,23936.0,NJ,Northeast
unique_clients_part_1_Batch_2562721.xlsx,16135bigsteve,42.551981,-71.764842,Big Steveu0027s Car Wash,16135bigsteve,1,42.551981,-71.764842,Lat/Lng,-71.764842,42.551981,Big Steveu0027s Car Wash,61011.57924958388,0.0135318572650756,-0.001145597236078,41.04258692702135,34416.89701496449,106351.8524780159,84765.65511298807,10893.91598154337,8949.384224607958,8540.99677285552,2981.823796815355,942.3265410616297,500.7096007261425,41249.7033286423,1.690434348492033,2778.097808399587,2124.399893597234,1619.666527398163,1146.027002525399,1520.640079463599,84765.65511298807,106351.8524780159,13546.33697460406,3,Big Steve's $5 Car Wash,Classic Car Wash,John Fitch Car Wash,0.0807122197141212,Tunnel Car Wash,Express,No website,1.436919504819593,Tunnel Car Wash,Exterior/lube,www.classiccarwashandoilchange,2.284021179451496,Tunnel Car Wash,Exterior ,No website,1,Walmart USA,2.980091247387172,,0.0,,0.0,0,1,1342,5734,3967,4589,4050,2577,secondary,69.36855959459227,16135bigsteve,79636.0,110077.0,MA,
unique_clients_part_1_Batch_2562721.xlsx,165532akey,34.4211195,-103.1969099,A-Key Car Wash,165532akey,1,34.4211195,-103.1969099,Lat/Lng,-103.1969099,34.4211195,A-Key Car Wash,37735.6474902347,-0.0318639356285011,0.0315844860003795,37.87504810116037,18338.75536271476,78727.9405718089,61337.28003740196,6483.191323523177,5544.957356608531,5375.005086243793,2338.035630282597,499.6979311604518,307.6486073064152,26846.10918111779,1.824637869779595,1397.675395821396,779.708765084215,499.3574403067469,395.1431873444235,395.8802140149055,61337.28003740196,78727.9405718089,8259.479659644072,3,A Key Car Wash,Washpointe Car Wash,Zips Car Wash,0.0032785316092237,Tunnel Car Wash,,,0.5997720315159994,Tunnel Car Wash,,,0.8163366140103794,National Chain,,,1,Walmart USA,1.18881266460354,,0.0,,0.0,0,1,333,2660,3355,3264,3021,1582,primary,57.60764612981646,165532akey,56475.0,47316.0,NM,West
unique_clients_part_1_Batch_2562721.xlsx,172509mermaid,30.068153,-95.2278537,Superior Mermaid Carwash,172509mermaid,1,30.068153,-95.2278537,Lat/Lng,-95.2278537,30.068153,Superior Mermaid Carwash,73562.95419201814,0.1098648639343553,0.0173706678735714,40.11333256185301,37552.88843738707,125572.8470899394,99176.41157189588,8852.752043718938,9234.122658206385,11687.45588783897,3958.970206665806,1051.02528147609,340.5687422240153,50392.88989090617,1.82247531713193,2796.495616116095,2581.558702732669,2396.71746842633,1538.610485390062,2473.730585760903,99176.41157189588,125572.8470899394,18828.31959244632,7,Superior Mermaid Car Wash,Quick Quack Car Wash,Pirates Cove Car Wash,0.0287444687176424,Tunnel Car Wash,Full-service/ext./detail/lube,www.,0.5500954378663256,National Chain,Express ,www.dontdrivedirty.com,1.126506919063382,Tunnel Car Wash,Full-service/detail,www.facebook.com,2,Walmart USA,0.8019254263071149,Walmart USA,2.710901038361841,,0.0,4,0,652,3465,2941,3690,3650,2311,secondary,78.43426188757688,172509mermaid,1229.0,13327.0,TX,South
unique_clients_part_1_Batch_2562721.xlsx,178058murray,36.6233524,-88.3215679,Murray Auto Spa,178058murray,1,36.6233524,-88.3215679,Lat/Lng,-88.3215679,36.6233524,Murray Auto Spa,20594.55903711595,0.0673625791767117,0.0263392251815959,36.56284883411737,9968.303923069616,77927.36519067247,52843.47898201752,4100.682006307179,3716.961169920862,2653.737960633822,875.9799063473474,301.2312568095513,70.69290442077909,13210.76635957265,1.613681200846678,695.9487807252444,419.0348494588397,275.6484115914209,170.025271023158,249.9260569972685,52843.47898201752,77927.36519067247,4104.635344016249,2,Murray Auto Spa,Finish Line Car Wash & Auto Detail,,0.1018119927916293,Tunnel Car Wash,Express/IBA/SS,www.murrayautospa.com,0.5748752700721563,National Chain,Express,www.flcarwash.com,0.0,,,,1,Walmart USA,0.3355416142702592,,0.0,,0.0,1,0,238,2062,2004,2228,2118,1104,secondary,52.54931547536058,178058murray,26167.0,33581.0,KY,South
unique_clients_part_1_Batch_2562721.xlsx,183765aloha,34.0854544,-84.1606903,Aloha Car Wash,183765aloha,1,34.0854544,-84.1606903,Lat/Lng,-84.1606903,34.0854544,Aloha Car Wash,69354.1503714465,0.0756750856079412,0.1187217708219305,39.69681547547616,38673.95421738341,222394.5736302686,186445.0955049053,3527.279051247053,3933.959323260002,10866.99351237761,4794.425262887031,1497.348913199035,318.8625195561908,47634.93038725341,2.184130589128886,1613.27959010005,1679.591008986114,2053.955767625244,1990.142409961205,5508.390515149804,186445.0955049053,222394.5736302686,18306.61083786329,5,Aloha Car Wash,California Hand Wash,Wash Factory Express,0.0041336221941472,Tunnel Car Wash,Express,www.instagram.com/alohacarwash,0.9623209281536964,Tunnel Car Wash,Full-Service/Ext./Detail,www.californiahandwash.com,1.265331788877673,National Chain,Express,www.washfactorycarwash.com,2,Target,1.057338989832808,Walmart USA,1.277650610457818,,0.0,6,1,143,2444,1600,1535,1567,584,tertiary,92.12504593703925,183765aloha,16716.0,17558.0,GA,South
