Name,Latitude,Longitude,client_name,client_id,site_id,lat,lon,_Match,__longitude,__latitude,__name,2025 Estimate,Growth 2025-2020,Growth 2030-2025,2025 Average Age,Labor Force,Average Household Income,Median Household Income,Renter-Occupied,1 vehicle,2 vehicles,3 vehicles,4 vehicles,5 or more vehicles,Total Vehicles Available in the Market,Average Number of Vehicles Available,"$100,000 to $124,999","$125,000 to $149,999","$150,000 to $174,999","$175,000 to $199,999","$200,000 to $249,999",Median Household Income.1,Average Household Income.1,Current Year Estimated Owner-Occupied Housing Units by Value,Count of Car Wash Competitors,Nearest Car Wash Competitors-Name,2nd Nearest Car Wash Competitors-Name,3rd Nearest Car Wash Competitors-Name,Nearest Car Wash Competitors-Distance,Nearest Car Wash Competitors-Competitor Type,Nearest Car Wash Competitors-Car Wash Type,Nearest Car Wash Competitors-Website,2nd Nearest Car Wash Competitors-Distance,2nd Nearest Car Wash Competitors-Competitor Type,2nd Nearest Car Wash Competitors-Car Wash Type,2nd Nearest Car Wash Competitors-Website,3rd Nearest Car Wash Competitors-Distance,3rd Nearest Car Wash Competitors-Competitor Type,3rd Nearest Car Wash Competitors-Car Wash Type,3rd Nearest Car Wash Competitors-Website,Count of ChainXY VT - Mass Merchant,Nearest ChainXY VT - Mass Merchant-Chain Name,Nearest ChainXY VT - Mass Merchant-Distance,2nd Nearest ChainXY VT - Mass Merchant-Chain Name,2nd Nearest ChainXY VT - Mass Merchant-Distance,3rd Nearest ChainXY VT - Mass Merchant-Chain Name,3rd Nearest ChainXY VT - Mass Merchant-Distance,Count of ChainXY VT - Grocery,Count of ChainXY VT - Department Store,Nearest StreetLight US Hourly-ttl_overnight,Nearest StreetLight US Hourly-ttl_breakfast,Nearest StreetLight US Hourly-ttl_lunch,Nearest StreetLight US Hourly-ttl_afternoon,Nearest StreetLight US Hourly-ttl_dinner,Nearest StreetLight US Hourly-ttl_night,Nearest StreetLight US Hourly-Highway,2025 % HH with Income $50K+,client_id_1
Steveu0027s Car Wash,30.681193,-88.241008,Steveu0027s Car Wash,bubbledown_000358,9,30.681193,-88.241008,Lat/Lng,-88.241008,30.681193,Steveu0027s Car Wash,38078.5563040236,0.038185166348359834,0.04203752328302647,38.604566356125204,19051.09988933662,84558.77299702419,63936.81275098914,6581.6755240398925,5875.486782799009,5861.325000333367,2157.0884414177854,708.9609012186993,172.80668451054953,27769.279135146644,1.8063927356075145,1433.2614079376217,975.4501494353171,723.3202473553829,541.9028581050225,577.8171289786696,63936.81275098914,84558.77299702419,8807.712269857759,5,PitStop CarWash,Tidal Wave Auto Spa,Rich's Car Wash,0.9590272213704754,National Chain,Express ,www.acleancarfast.com,1.2993764841009108,National Chain,Express,www.tidalwaveautospa.com,1.340988552190295,National Chain,Express,www.richscarwash.com,4,Target,0.8765343372743436,Walmart USA,1.1153427221193928,Walmart USA,2.754963437621488,2,0,452,1997,2145,2627,2437,1357,secondary,63.09118092040466,
Sonnys Controls Site 3,26.195774,-80.289503,Sonnys Controls Site 3,classiccleancw_000750,3,26.195774,-80.289503,Lat/Lng,-80.289503,26.195774,Sonnys Controls Site 3,129157.11898896657,0.05907289221500593,0.019661668816623453,45.17384093182958,70608.64630678762,94472.20183903072,75433.47571726733,15728.542864827905,23580.09911769582,18770.912688307464,5457.721895260736,1159.1928696958348,331.8254698077217,83790.9890079149,1.582581457244511,5881.649580359459,4183.836408728035,3149.201837300556,2083.886732834857,2189.5215283392463,75433.47571726733,94472.20183903072,37256.40058369143,1,Mr. Suds Express Car Wash,,,2.36803714670945,Tunnel Car Wash,Flex/Detail,www.mrsuds-carwash.com,0.0,,,,0.0,,,,2,Walmart USA,1.501215324379618,Walmart USA,2.906321898959451,,0.0,6,0,872,2506,1413,1605,1621,471,secondary,66.92214225020746,
Sonnyu0027s Demo 1,28.417917,-81.304145,Sonnyu0027s Demo 1,classychassis_000852,1,28.417917,-81.304145,Lat/Lng,-81.304145,28.417917,Sonnyu0027s Demo 1,11729.229352796741,0.20894897146458186,0.23991213389166005,38.39528193531099,6289.753719765227,134885.45875354932,105830.32713820043,1449.1431090370752,1097.5316116499598,1698.1469746445655,690.4687532997341,105.89117219374748,127.50725587707711,7626.332788998669,1.9907880113415248,526.9646031015436,353.7849049169454,280.2884983761469,218.75167028896976,372.5526912212954,105830.32713820043,134885.45875354932,2393.192865021061,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,5675,10800,8475,8458,8017,6620,motorway,84.76455804902571,
Sonnyu0027s Demo 1,28.417917,-81.304145,Sonnyu0027s Demo 1,cleanfreak_000824,1,28.417917,-81.304145,Lat/Lng,-81.304145,28.417917,Sonnyu0027s Demo 1,11729.229352796741,0.20894897146458186,0.23991213389166005,38.39528193531099,6289.753719765227,134885.45875354932,105830.32713820043,1449.1431090370752,1097.5316116499598,1698.1469746445655,690.4687532997341,105.89117219374748,127.50725587707711,7626.332788998669,1.9907880113415248,526.9646031015436,353.7849049169454,280.2884983761469,218.75167028896976,372.5526912212954,105830.32713820043,134885.45875354932,2393.192865021061,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,5675,10800,8475,8458,8017,6620,motorway,84.76455804902571,
Sonnyu0027s Demo 1,28.417917,-81.304145,Sonnyu0027s Demo 1,cleansweep_000856,1,28.417917,-81.304145,Lat/Lng,-81.304145,28.417917,Sonnyu0027s Demo 1,11729.229352796741,0.20894897146458186,0.23991213389166005,38.39528193531099,6289.753719765227,134885.45875354932,105830.32713820043,1449.1431090370752,1097.5316116499598,1698.1469746445655,690.4687532997341,105.89117219374748,127.50725587707711,7626.332788998669,1.9907880113415248,526.9646031015436,353.7849049169454,280.2884983761469,218.75167028896976,372.5526912212954,105830.32713820043,134885.45875354932,2393.192865021061,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,5675,10800,8475,8458,8017,6620,motorway,84.76455804902571,
Sonnys Controls Site 3,26.195774,-80.289503,Sonnys Controls Site 3,crystalclean_000481,3,26.195774,-80.289503,Lat/Lng,-80.289503,26.195774,Sonnys Controls Site 3,129157.11898896657,0.05907289221500593,0.019661668816623453,45.17384093182958,70608.64630678762,94472.20183903072,75433.47571726733,15728.542864827905,23580.09911769582,18770.912688307464,5457.721895260736,1159.1928696958348,331.8254698077217,83790.9890079149,1.582581457244511,5881.649580359459,4183.836408728035,3149.201837300556,2083.886732834857,2189.5215283392463,75433.47571726733,94472.20183903072,37256.40058369143,1,Mr. Suds Express Car Wash,,,2.36803714670945,Tunnel Car Wash,Flex/Detail,www.mrsuds-carwash.com,0.0,,,,0.0,,,,2,Walmart USA,1.501215324379618,Walmart USA,2.906321898959451,,0.0,6,0,872,2506,1413,1605,1621,471,secondary,66.92214225020746,
SmartStop,1.0,1.0,SmartStop,dash_000741,20,1.0,1.0,Lat/Lng,1.0,1.0,SmartStop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,0,0,0,0,0,0,,0.0,
Smart Stop Consolidated,26.196957,-80.28723,Smart Stop Consolidated,dash_000741,21,26.196957,-80.28723,Lat/Lng,-80.28723,26.196957,Smart Stop Consolidated,133596.42346153222,0.05880168675261418,0.017803669694771356,45.1057601068948,73199.47747107036,94532.9462045268,75562.8748288182,16013.140184517484,24122.615578914527,19302.39297613874,5622.078948779032,1213.6899368520826,335.3099325094372,86124.94778748462,1.5850249460970487,6042.090552186593,4303.487454278627,3246.8734125171322,2145.031527138781,2245.1734176978935,75562.8748288182,94532.9462045268,38362.6272168546,2,Mr. Suds Express Car Wash,Wash and Wax Pros,,2.2553191720621677,Tunnel Car Wash,Flex/Detail,www.mrsuds-carwash.com,2.997797935074179,Tunnel Car Wash,Flex/Detail,www.washandwaxpros.com,0.0,,,,2,Walmart USA,1.3396179798341412,Walmart USA,2.858159275361392,,0.0,6,0,919,2129,1290,1581,1594,634,secondary,67.11244909158312,
Clean Canyon Car Wash #3,37.9916,-121.364,Clean Canyon Car Wash #3,dash_000741,22,37.9916,-121.364,Lat/Lng,-121.364,37.9916,Clean Canyon Car Wash #3,86755.59082533582,0.010575200405380873,0.02405660147220092,39.894984464762096,42833.89367730077,123885.01284540258,91013.1374248636,15459.95734286867,10854.7093714301,11841.943113160436,4142.16698040592,1617.788990412373,1015.6935458577937,58514.720229907194,1.8724990787426947,3851.9948688282166,2603.2544907367555,1644.1442647286458,1710.023232493084,2379.2858887084294,91013.1374248636,123885.01284540258,15797.359354931279,4,Marina Express Car Wash,Zoom Car Wash,Canepa's Car Wash,1.1687521480137888,Tunnel Car Wash,Exterior/⛽,www.marinacarwash.com,1.2831307854493672,Tunnel Car Wash,Full-Service/Ext/Detail/Lube,www.wezoomit.com,2.7068395882371825,Tunnel Car Wash,Express/Lube,No website,1,Target,2.659685960922133,,0.0,,0.0,3,3,68,508,462,571,516,303,tertiary,74.67756911145217,
Sonnyu0027s Demo 1,28.417917,-81.304145,Sonnyu0027s Demo 1,dazzlers_000825,1,28.417917,-81.304145,Lat/Lng,-81.304145,28.417917,Sonnyu0027s Demo 1,11729.229352796741,0.20894897146458186,0.23991213389166005,38.39528193531099,6289.753719765227,134885.45875354932,105830.32713820043,1449.1431090370752,1097.5316116499598,1698.1469746445655,690.4687532997341,105.89117219374748,127.50725587707711,7626.332788998669,1.9907880113415248,526.9646031015436,353.7849049169454,280.2884983761469,218.75167028896976,372.5526912212954,105830.32713820043,134885.45875354932,2393.192865021061,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,5675,10800,8475,8458,8017,6620,motorway,84.76455804902571,
Mou0027s Tech Support Lab,26.0,80.0,Mou0027s Tech Support Lab,demo_client,28,26.0,80.0,Lat/Lng,80.0,26.0,Mou0027s Tech Support Lab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,0,0,0,0,0,0,,0.0,
Sonnyu0027s Demo 1,28.417917,-81.304145,Sonnyu0027s Demo 1,dirtydogsga_000843,1,28.417917,-81.304145,Lat/Lng,-81.304145,28.417917,Sonnyu0027s Demo 1,11729.229352796741,0.20894897146458186,0.23991213389166005,38.39528193531099,6289.753719765227,134885.45875354932,105830.32713820043,1449.1431090370752,1097.5316116499598,1698.1469746445655,690.4687532997341,105.89117219374748,127.50725587707711,7626.332788998669,1.9907880113415248,526.9646031015436,353.7849049169454,280.2884983761469,218.75167028896976,372.5526912212954,105830.32713820043,134885.45875354932,2393.192865021061,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,5675,10800,8475,8458,8017,6620,motorway,84.76455804902571,
Tech Support Site,27.975131,-82.53223,Tech Support Site,dirtydogsga_000843,2,27.975131,-82.53223,Lat/Lng,-82.53223,27.975131,Tech Support Site,77695.40851540178,0.036353280070262436,0.017755846905093495,41.30085237680669,44278.83722167079,118177.97083819895,80343.90139818369,16648.706784957147,13394.459196971555,12361.434793853696,3671.5720425324107,666.0128391834442,229.56767510346253,52943.93464452727,1.6331712597868213,3548.941844134708,2436.0599826249236,1606.4468301160086,1059.8306992454745,2244.4917545374483,80343.90139818369,118177.97083819895,15796.71761910431,2,Mister Car Wash,Kennedy's Finest Car Wash,,1.8691959295384641,National Chain,Full-Service/Ext.,www.mistercarwash.com,2.251441187712519,Tunnel Car Wash,Full-Service/Ext./Detail/Lube,www.kennedysfinestcarwash.com,0.0,,,,3,Target,1.9260566537477037,Walmart USA,2.156116420043771,Walmart USA,2.3653217300950575,3,4,415,1282,1171,1253,1184,917,motorway_link,69.44475902609413,
Sonnyu0027s Demo 1,28.417917,-81.304145,Sonnyu0027s Demo 1,fastlanecw_000832,1,28.417917,-81.304145,Lat/Lng,-81.304145,28.417917,Sonnyu0027s Demo 1,11729.229352796741,0.20894897146458186,0.23991213389166005,38.39528193531099,6289.753719765227,134885.45875354932,105830.32713820043,1449.1431090370752,1097.5316116499598,1698.1469746445655,690.4687532997341,105.89117219374748,127.50725587707711,7626.332788998669,1.9907880113415248,526.9646031015436,353.7849049169454,280.2884983761469,218.75167028896976,372.5526912212954,105830.32713820043,134885.45875354932,2393.192865021061,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,5675,10800,8475,8458,8017,6620,motorway,84.76455804902571,
Sonnyu0027s Demo 1,28.417917,-81.304145,Sonnyu0027s Demo 1,fugeautospa_000834,1,28.417917,-81.304145,Lat/Lng,-81.304145,28.417917,Sonnyu0027s Demo 1,11729.229352796741,0.20894897146458186,0.23991213389166005,38.39528193531099,6289.753719765227,134885.45875354932,105830.32713820043,1449.1431090370752,1097.5316116499598,1698.1469746445655,690.4687532997341,105.89117219374748,127.50725587707711,7626.332788998669,1.9907880113415248,526.9646031015436,353.7849049169454,280.2884983761469,218.75167028896976,372.5526912212954,105830.32713820043,134885.45875354932,2393.192865021061,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,5675,10800,8475,8458,8017,6620,motorway,84.76455804902571,
Sonnyu0027s Demo 1,28.417917,-81.304145,Sonnyu0027s Demo 1,greenhillcw_000829,1,28.417917,-81.304145,Lat/Lng,-81.304145,28.417917,Sonnyu0027s Demo 1,11729.229352796741,0.20894897146458186,0.23991213389166005,38.39528193531099,6289.753719765227,134885.45875354932,105830.32713820043,1449.1431090370752,1097.5316116499598,1698.1469746445655,690.4687532997341,105.89117219374748,127.50725587707711,7626.332788998669,1.9907880113415248,526.9646031015436,353.7849049169454,280.2884983761469,218.75167028896976,372.5526912212954,105830.32713820043,134885.45875354932,2393.192865021061,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,5675,10800,8475,8458,8017,6620,motorway,84.76455804902571,
Sonnyu0027s Demo 1,28.417917,-81.304145,Sonnyu0027s Demo 1,heroessc_000823,1,28.417917,-81.304145,Lat/Lng,-81.304145,28.417917,Sonnyu0027s Demo 1,11729.229352796741,0.20894897146458186,0.23991213389166005,38.39528193531099,6289.753719765227,134885.45875354932,105830.32713820043,1449.1431090370752,1097.5316116499598,1698.1469746445655,690.4687532997341,105.89117219374748,127.50725587707711,7626.332788998669,1.9907880113415248,526.9646031015436,353.7849049169454,280.2884983761469,218.75167028896976,372.5526912212954,105830.32713820043,134885.45875354932,2393.192865021061,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,5675,10800,8475,8458,8017,6620,motorway,84.76455804902571,
STC Demo,26.196651,-80.289725,STC Demo,ishine_000818,4,26.196651,-80.289725,Lat/Lng,-80.289725,26.196651,STC Demo,128434.01090117544,0.06056158544156245,0.019738056416858864,45.15777098719632,70217.5183404074,94465.48810420837,75366.55032714753,15705.420444767457,23495.004562349524,18696.648013729602,5410.575463476591,1152.1472598593682,325.9055394316092,83358.14371683402,1.581287268316308,5849.451545045711,4157.714472413296,3136.075284880819,2076.177331636194,2180.7622315830085,75366.55032714753,94465.48810420837,37049.15830582054,1,Mr. Suds Express Car Wash,,,2.397414021031355,Tunnel Car Wash,Flex/Detail,www.mrsuds-carwash.com,0.0,,,,0.0,,,,2,Walmart USA,1.4763524520757059,Walmart USA,2.9568522951023115,,0.0,6,0,872,2506,1413,1605,1621,471,secondary,66.91328338811438,
ECOMM,33.507455,-112.040131,ECOMM,ishine_000818,5,33.507455,-112.040131,Lat/Lng,-112.040131,33.507455,ECOMM,146707.81384782618,0.03230305167480887,0.028439766310126915,40.974879217990306,88471.37521293145,138806.02942840164,90425.95213951566,37006.27486934024,32193.51444056863,24343.815015205648,5629.108702215599,1986.0393870344851,847.0774238337763,109948.01524493354,1.5599626231343595,7383.658375601517,5330.567837993149,3771.2403402279597,3181.6412198063917,6905.47093534423,90425.95213951566,138806.02942840164,33631.029158964986,9,Jacksons Car Wash,Scrub Bot Express Car Wash,Rinse n Ride Car Wash,0.10424967498811667,National Chain,Flex/detail/⛽ /lube,www.jacksons.com,0.7047328491300727,Tunnel Car Wash,Express,www.scrubbot.com,1.4469749376865002,Tunnel Car Wash,Express ,www.rinsenride.com,1,Target,0.35771486271980285,,0.0,,0.0,5,2,633,4273,4230,4099,3692,2103,tertiary,75.04445300967113,
QA LAB,30.397537,-84.347711,QA LAB,ishine_000818,6,30.397537,-84.347711,Lat/Lng,-84.347711,30.397537,QA LAB,11062.311944592395,-0.004381913035285513,-0.005680403208080925,37.419618475984265,5377.719643397955,61411.02219270763,49453.97530009331,2366.7771888303105,1690.6941319527104,1051.398411174072,544.8738051955588,230.47553560277447,37.99999893596396,6540.0145069784485,1.6174369997865634,236.97795372083783,124.09592584427446,121.21260071196593,89.4613702155184,59.76007136050612,49453.97530009331,61411.02219270763,1676.6659300308675,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,736,3818,2207,2643,2232,1150,primary,49.56748082855861,
