weather_total_precipitation_mm,weather_rainy_days,weather_total_snowfall_cm,weather_days_below_freezing,weather_total_sunshine_hours,weather_days_pleasant_temp,weather_avg_daily_max_windspeed_ms,nearest_gas_station_distance_miles,nearest_gas_station_rating,nearest_gas_station_rating_count,competitors_count_4miles,competitor_1_google_rating,competitor_1_distance_miles,competitor_1_rating_count,distance_nearest_costco(5 mile),distance_nearest_walmart(5 mile),distance_nearest_target (5 mile),other_grocery_count_1mile,count_food_joints_0_5miles (0.5 mile),current_count,client_id,street,city,zip,site_client_id,location_id,_match_type,age_on_30_sep_25,region,state,region_enc,state_enc,costco_enc,tunnel_count,carwash_type_encoded,primary_carwash_type,official_website
489.2,49.0,1.47,0.0,3682.932603,212.0,12.26202186,0.56,3.8,86,12.0,3.4,0.41,196.0,2.65,0.49,1.83,2.0,13.0,344533.0,Stevens Creek Xpress,3655 Stevens Creek Blvd,Santa Clara,95051,1330,1,chain+street+zip,2.0,West,CA,4,3,2.65,2,1,Express Tunnel,https://stevenscreekxpress.mywashaccount.com/
1010.8,117.0,10.64,51.0,3216.166969,152.0,15.85163934,0.53,4.7,53,4.0,4.5,1.86,730.0,4.49,2.89,0.54,,10.0,297808.62,Riptide,3639 Durham-Chapel Hill Blvd,Durham,27707,1153,3,chain+street+zip,3.0,South,NC,2,21,4.49,2,1,Express Tunnel,https://www.riptidecarwash.com/
1063.4,118.0,5.95,47.0,3355.012353,166.0,18.52568306,0.31,4.3,120,6.0,4.4,0.33,74.0,,0.65,,1.0,13.0,314319.06,Papa Bear,5260 Calhoun Memorial Hwy,Easley,29640,1094,3,chain+street+zip,3.0,South,SC,2,34,99.0,2,1,Express Tunnel,https://papasbear.com/collections/all-products
1363.0,118.0,22.4,44.0,3257.375356,140.0,18.41666667,0.03,4.1,90,7.0,4.5,1.56,923.0,,0.18,,1.0,1.0,156106.46,Century Car Wash,620 W Service Rd,West Memphis,72301,278,7,chain+street+zip,2.0,South,AR,2,1,99.0,1,1,Express Tunnel,https://centurycarwash.mywashaccount.com/
1076.2,141.0,0.0,0.0,3613.925581,160.0,15.71967213,0.48,3.8,55,10.0,4.7,0.23,656.0,,0.54,,2.0,20.0,273078.72,Bubble Down,10737 Big Bend Rd,Riverview,33579,240,4,chain+street+zip,2.0,South,FL,2,7,99.0,2,1,Express Tunnel,https://bubbledown.com/
950.5,134.0,11.55,70.0,3317.548331,174.0,19.61065574,0.02,1.0,6,10.0,4.7,0.11,137.0,,3.53,0.71,6.0,1.0,114837.96,Mountain Express,821 Shepherd St,Hendersonville,28792,1039,1,chain+street+zip,2.0,South,NC,2,21,99.0,0,1,Express Tunnel,
922.3,139.0,13.86,60.0,3292.746392,176.0,14.18360656,0.38,4.6,219,5.0,4.5,0.46,216.0,,1.63,,1.0,9.0,132154.13,Jet Express Franklin,1121 Georgia Rd,Franklin,28734,645,1,chain+street+zip,4.0,South,NC,2,21,99.0,1,1,Express Tunnel,https://www.jetexpresscarwash.com/copy-of-location
859.1,105.0,6.79,49.0,3275.117575,164.0,17.41174863,0.43,3.8,55,13.0,4.5,0.09,424.0,,0.6,1.46,,11.0,315885.22,Riptide,3711 E Franklin Blvd,Gastonia,28056,1155,5,chain+street+zip,3.0,South,NC,2,21,99.0,2,1,Express Tunnel,https://www.riptidecarwash.com/
1095.2,121.0,9.03,53.0,3229.75245,149.0,16.67431694,0.09,3.2,51,10.0,4.7,0.84,384.0,2.94,1.68,1.29,2.0,2.0,239099.47,Heroes Car Wash,1370 NW Maynard Rd,Cary,27513,626,9,chain+street+zip,2.0,South,NC,2,21,2.94,1,1,Express Tunnel,https://www.heroescarwashusa.com/
1033.9,116.0,87.78,116.0,2981.593786,119.0,19.06393443,0.32,4.0,53,13.0,4.0,0.56,7.0,,3.08,0.61,10.0,4.0,299211.1,Haffners,69 Parker St,Lawrence,1843,599,1,chain+street+zip,8.0,Northeast,MA,1,15,99.0,2,1,Express Tunnel,https://www.haffners.com/car-washes
1388.5,135.0,50.33,84.0,3067.748956,138.0,19.77923497,0.16,2.1,11,2.0,3.9,0.12,56.0,,,,3.0,14.0,21767.78,V Express Car Wash,479 Lexington Rd,Versailles,40383,1495,1,chain+street+zip,13.0,South,KY,2,13,99.0,0,1,Express Tunnel,https://carwashfind.com/directory/kentucky/versailles/v-express-car-wash/
1340.9,175.0,0.0,0.0,3666.198964,157.0,15.39918033,0.08,4.2,131,14.0,5.0,1.36,86.0,2.9,0.15,3.31,1.0,9.0,262959.67,Waters Car Wash,2755 10th Ave N,Palm Springs,33461,1594,3,chain+street+zip,4.0,South,FL,2,7,2.9,2,1,Express Tunnel,http://waterscarwash.mywashaccount.com/
1195.4,132.0,48.02,71.0,3107.481444,141.0,15.88989071,0.09,3.3,3,3.0,4.6,1.33,7.0,,0.18,,3.0,10.0,81769.77,Sunny Daze Car Wash,609 N Mayo Trl,Paintsville,41240,1364,1,chain+street+zip,2.0,South,KY,2,13,99.0,0,1,Express Tunnel,https://www.sunnydazecarwash.com/
1164.3,125.0,38.64,87.0,3033.976036,132.0,19.00655738,0.39,3.9,32,13.0,4.5,0.35,263.0,1.3,3.91,1.09,,1.0,211295.38,Carroll Clean Car Wash,11260 Dolfield Blvd,Owings Mills,21117,274,1,chain+street+zip,2.0,South,MD,2,16,1.3,1,1,Express Tunnel,https://www.carrollcleancarwash.com/
373.9,63.0,40.6,102.0,3870.076203,148.0,24.19590164,0.28,3.3,46,15.0,3.1,0.1,370.0,,1.0,0.2,4.0,18.0,31545.37,Squeaky Clean Car Wash 2,3931 Cerrillos Rd,Santa Fe,87507,1321,1,chain+street+zip,11.0,West,NM,4,26,99.0,0,1,Express Tunnel,https://squeakycleancarwash.com/m/login
1152.7,103.0,30.73,70.0,3237.675714,148.0,18.18469945,0.35,3.0,4,11.0,3.5,0.21,92.0,2.66,0.26,3.69,2.0,14.0,150402.78,Blue Iguana,2118 E Kearney St,Springfield,65803,93,4,chain+street+zip,2.0,Midwest,MO,0,18,2.66,1,1,Express Tunnel,https://blueiguana.com/
763.5,93.0,67.62,127.0,3073.948156,117.0,20.05,0.4,4.0,60,2.0,3.7,0.31,33.0,,0.64,,4.0,7.0,122456.68,Roadrunner,811 S Rochester St,Mukwonago,53149,1181,1,chain+street+zip,3.0,Midwest,WI,0,43,99.0,1,1,Express Tunnel,https://roadrunnercarwash.com/
1148.4,133.0,9.03,41.0,3332.366514,167.0,16.18661202,0.4,4.0,19,12.0,,1.62,,2.35,1.56,2.0,4.0,14.0,137958.2,Zips Express Car Wash,2907 Eagle Dr,Woodstock,30189,1657,1,chain+street+zip,3.0,South,GA,2,8,2.35,1,1,Express Tunnel,https://zipscarwash.com/
1149.3,110.0,31.29,68.0,3254.293144,149.0,18.27377049,0.16,4.1,123,11.0,4.3,0.08,534.0,,0.96,1.25,3.0,9.0,185613.49,Blue Iguana,4304 S Fremont Ave,Springfield,65804,91,5,chain+street+zip,3.0,Midwest,MO,0,18,99.0,1,1,Express Tunnel,https://blueiguana.com/
887.9,119.0,0.0,0.0,3667.379147,165.0,17.25546448,0.31,3.0,226,12.0,4.8,1.18,52.0,,0.11,,3.0,5.0,387263.58,Woodies,3401 34th St S,St. Petersburg,33711,1623,3,chain+street+zip,4.0,South,FL,2,7,99.0,3,1,Express Tunnel,https://www.woodieswash.com/
1036.1,119.0,1.26,14.0,3348.811961,139.0,17.0726776,0.03,2.5,4,6.0,3.5,0.51,21.0,,0.39,0.85,4.0,12.0,175981.27,Clean,1020 Pear Drive,Huntsville,77320,316,2,chain+street+zip,2.0,South,TX,2,37,99.0,1,1,Express Tunnel,https://cleancw.com/
1753.8,167.0,7.56,9.0,3469.535386,147.0,18.61885246,0.49,3.9,74,11.0,,0.21,,,1.72,1.43,,9.0,256607.0,JJscarwash,404 FM 517 W,Dickinson,77539,651,4,chain+street+zip,2.0,South,TX,2,37,99.0,2,1,Express Tunnel,https://jjscarwash.com/
1046.5,137.0,9.59,38.0,3355.375392,171.0,15.84535519,0.36,3.8,47,12.0,4.7,0.81,133.0,1.39,2.29,,5.0,8.0,106376.53,Mr Clean Car Wash,1382 Pleasant Hill Rd,Lawrenceville,30044,1060,13,chain+street+zip,2.0,South,GA,2,8,1.39,0,1,Express Tunnel,https://www.mrcleancarwash.com/
1064.0,118.0,86.87,118.0,2991.327881,122.0,18.50273224,0.06,4.2,183,12.0,4.4,1.46,367.0,,3.32,2.83,6.0,3.0,100461.0,Haffners,1150 Bridge St,Lowell,1850,603,7,chain+street+zip,8.0,Northeast,MA,1,15,99.0,0,1,Express Tunnel,https://www.haffners.com/car-washes
1139.0,156.0,130.9,125.0,2846.278817,117.0,22.2136612,0.11,3.9,19,0.0,,,,4.2,,,1.0,2.0,45900.4,Seaway Car Wash,142 Heineberg Drive,Colchester,5446,1227,2,chain+street+zip,5.0,Northeast,VT,1,41,4.2,0,2,Flex,https://seawaycarwash.com/
989.3,117.0,5.18,25.0,3408.42935,158.0,14.8989071,0.36,3.7,6,9.0,3.7,0.44,3.0,,1.78,,,12.0,65067.0,FoamWorks Express,4780 Riverside Dr.,Macon,31201,513,7,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://foamworkscarwash.com/
926.2,115.0,12.81,64.0,3248.717289,146.0,16.70491803,0.62,4.4,121,8.0,3.7,0.33,93.0,,0.19,,,7.0,332687.91,Elks Edge,547 CC Camp Rd,Elkin,28621,465,1,chain+street+zip,2.0,South,NC,2,21,99.0,2,1,Express Tunnel,https://www.elksedgecarwash.com/
1096.2,111.0,8.96,45.0,3271.790625,158.0,17.51502732,0.47,4.0,2,4.0,4.7,0.62,10.0,,0.41,3.02,2.0,3.0,93540.92,Pirates Cove,110 Mollie Drive,Goldsboro,27534,1107,1,chain+street+zip,2.0,South,NC,2,21,99.0,0,2,Mobile,https://www.piratescoveresort.com/
1003.3,118.0,5.39,40.0,3371.350856,174.0,19.01420765,0.13,3.0,1,12.0,4.6,0.22,559.0,,0.49,0.38,2.0,8.0,324972.43,Papa Bear,3436 Clemson Blvd,Anderson,29621,1095,1,chain+street+zip,3.0,South,SC,2,34,99.0,2,1,Express Tunnel,https://papasbear.com/collections/all-products
441.9,52.0,0.0,0.0,3576.199797,246.0,14.08879781,1.05,3.9,38,7.0,5.0,0.86,30.0,,,,3.0,15.0,5547.95,San Diego Car Care Costa Verde,12889 El Camino Real,San Diego,92130,1210,4,chain+street+zip,4.0,West,CA,4,3,99.0,0,1,Flex,https://sandiegocarcare.com/costa-verde/
1142.5,111.0,8.89,49.0,3242.629117,156.0,16.83743169,1.74,2.2,15,3.0,3.8,1.41,106.0,,2.06,0.55,1.0,6.0,120031.02,Zips Express Car Wash,301 Grand Hill Pl,Holly Springs,27540,1642,3,chain+street+zip,4.0,South,NC,2,21,99.0,1,1,Express Tunnel,https://zipscarwash.com/
742.8,126.0,174.02,180.0,3594.183128,80.0,17.79043716,5.74,3.1,29,0.0,,,,,,,,0.0,159413.8,True Clean,29002 Crossroads Ln,Evergreen,80439,1456,1,chain+street+zip,2.0,West,CO,4,4,99.0,1,2,Mobile,https://truecleanhome.com/pages/home
1144.1,146.0,57.12,92.0,2925.422642,133.0,17.45136612,0.13,4.3,51,2.0,4.6,0.52,122.0,,1.14,,3.0,1.0,232004.0,Wash Rite,75 Teletech Dr,Moundsville,26041,1560,7,chain+street+zip,2.0,South,WV,2,44,99.0,1,1,Express Tunnel,https://www.wash-riteunlimited.com/car-wash-services/
770.6,120.0,126.49,154.0,2840.55075,120.0,19.68989071,0.21,3.0,20,4.0,4.5,0.51,160.0,,1.46,,,1.0,81887.87,Great North Auto Wash,2701 N Lincoln Rd,Escanaba,49829,582,1,chain+street+zip,4.0,Midwest,MI,0,17,99.0,0,1,Express Tunnel,https://deltami.org/places/great-north-auto-wash/
1012.9,134.0,0.0,0.0,3627.248617,157.0,14.28005464,1.02,3.7,83,7.0,4.9,0.2,6982.0,0.76,3.69,3.22,,1.0,123231.84,Woodies,24749 FL-54,Lutz,33559,1632,5,chain+street+zip,3.0,South,FL,2,7,0.76,1,1,Express Tunnel,https://www.woodieswash.com/
1133.9,131.0,47.81,100.0,2912.687769,141.0,18.2295082,0.71,3.6,12,3.0,3.9,0.83,26.0,,1.78,,1.0,3.0,46679.36,Mistic Express Car Wash,750 Cincinnati Ave,Xenia,45385,1025,2,chain+street+zip,7.0,Midwest,OH,0,29,99.0,0,2,Flex,https://sswash.com/mistic-express-car-wash-detail-dayton-montgomery-county-ohio/
1131.5,146.0,15.89,64.0,3306.8693,163.0,17.61748634,0.55,4.4,204,4.0,2.0,2.1,4.0,,2.06,3.68,3.0,6.0,139710.88,TruShine,3033 Boones Creek Rd,Johnson City,37615,1463,4,chain+street+zip,5.0,South,TN,2,36,99.0,1,1,Express Tunnel,https://www.trushinecarwash.com/
1160.1,98.0,29.75,66.0,3222.875772,150.0,18.50300546,0.11,3.8,30,5.0,4.6,0.87,112.0,4.93,0.6,,2.0,13.0,72067.0,Blue Iguana,1137 W Kearney St,Springfield,65803,88,6,chain+street+zip,2.0,Midwest,MO,0,18,4.93,0,1,Express Tunnel,https://blueiguana.com/
1650.0,161.0,10.43,11.0,3364.627069,148.0,16.08142077,0.18,3.2,14,12.0,4.6,1.04,30.0,,,4.66,4.0,9.0,114280.38,Cadillac Express Carwash,9520 Cullen Blvd,Houston,77051,257,7,chain+street+zip,2.0,South,TX,2,37,99.0,0,1,Express Tunnel,https://www.cadillacexpresscarwash.com/
975.2,108.0,41.65,102.0,2999.818081,136.0,19.20218579,0.13,3.2,165,4.0,,0.39,,,1.36,,2.0,7.0,133581.02,Rolling Thunder,800 E Main St,Palmyra,17078,1200,1,chain+street+zip,2.0,Northeast,PA,1,32,99.0,1,3,Full Service,https://www.rollingthunder1.com/
887.9,119.0,0.0,0.0,3667.379147,165.0,17.25546448,0.49,5.0,1,13.0,4.9,0.46,95.0,,1.16,1.44,2.0,5.0,257589.66,Woodies,5601 66th St N,St. Petersburg,33709,1628,7,chain+street+zip,3.0,South,FL,2,7,99.0,2,1,Express Tunnel,https://www.woodieswash.com/
585.6,52.0,0.28,1.0,3564.014197,176.0,14.0420765,0.02,4.6,10,11.0,4.0,0.65,4.0,2.38,1.48,0.32,2.0,14.0,57496.83,Super Scrub Car Wash,4405 Pacific Ave,Stockton,95207,1375,1,chain+street+zip,3.0,West,CA,4,3,2.38,0,1,Express Tunnel,https://www.superstarcarwashaz.com/
1341.0,138.0,12.81,29.0,3380.423714,167.0,16.19945355,0.52,4.2,84,6.0,2.0,0.79,44.0,4.35,2.15,4.83,,18.0,204397.12,Detricks,1036 Glenforest Rd,Myrtle Beach,29579,417,4,chain+street+zip,2.0,South,SC,2,34,4.35,1,1,Express Tunnel,https://www.detrickscarwashinc.com/
1031.3,118.0,13.02,54.0,3205.849947,156.0,18.23251366,0.32,4.1,124,2.0,4.9,0.88,1874.0,,0.62,,2.0,9.0,237660.04,Rocket Wash 2,211 Fieldale Rd,Mebane,27302,1193,7,chain+street+zip,2.0,South,NC,2,21,99.0,1,1,Express Tunnel,https://rocketcarwashexpress.com/
853.7,121.0,10.64,61.0,3248.018292,147.0,15.13743169,0.31,4.4,57,6.0,5.0,1.02,1.0,,3.43,,,1.0,198457.86,Rocket Wash 2,3985 US-421,Wilkesboro,28697,1197,3,chain+street+zip,4.0,South,NC,2,21,99.0,1,1,Express Tunnel,https://rocketcarwashexpress.com/
437.6,61.0,112.35,138.0,3689.346236,114.0,11.66065574,0.08,3.5,86,2.0,2.4,1.06,37.0,,0.49,,2.0,10.0,103073.68,Rub A Dub,707 Taugenbaugh Blvd,Rifle,81650,1204,1,chain+street+zip,2.0,West,CO,4,4,99.0,0,3,Full Service,https://rubadubmedia.com/
1111.9,137.0,9.45,40.0,3291.83595,167.0,16.83551913,0.34,4.0,68,6.0,4.6,1.03,11.0,3.77,2.8,4.51,,2.0,193216.26,Aqua Blue Car Wash,85 Peachtree Industrial Blvd,Sugar Hill,30518,26,1,chain+street+zip,4.0,South,GA,2,8,3.77,1,1,Express Tunnel,https://aquabluecarwash.com/
876.5,111.0,11.2,53.0,3230.382242,165.0,17.9795082,0.18,4.1,52,10.0,3.2,0.23,77.0,,0.55,,3.0,9.0,295202.99,Heroes Car Wash,1420 E Innes St,Salisbury,28146,620,8,chain+street+zip,2.0,South,NC,2,21,99.0,2,1,Express Tunnel,https://www.heroescarwashusa.com/
1250.9,132.0,8.19,47.0,3330.996933,163.0,15.64398907,1.53,4.2,27,9.0,3.9,0.33,104.0,,3.63,,,1.0,110347.0,Rocket Wash,694 Braves Blvd NE,Rome,30161,1187,5,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://rocketcarwashexpress.com/
1578.4,141.0,15.89,55.0,3173.438372,146.0,17.57076503,0.21,3.7,112,7.0,5.0,0.81,8.0,,2.19,,5.0,6.0,124887.39,Wash N Roll,5307 Cane Ridge Rd,Nashville,37013,1550,1,chain+street+zip,3.0,South,TN,2,36,99.0,1,1,Express Tunnel,https://www.mywashnroll.net/
1346.0,144.0,3.43,12.0,3344.678811,141.0,15.88688525,0.18,4.4,240,9.0,4.0,0.41,1.0,,0.07,1.62,3.0,18.0,106749.78,Zips Express Car Wash,23685 Walton Ave,New Caney,77357,1656,18,chain+street+zip,2.0,South,TX,2,37,99.0,0,1,Express Tunnel,https://zipscarwash.com/
1129.1,135.0,9.03,44.0,3328.151714,171.0,16.35819672,0.49,3.6,185,13.0,4.5,0.38,353.0,,1.46,0.52,1.0,2.0,70906.0,Paradise Falls Carwash,4350 Austell Rd,Austell,30106,1097,3,chain+street+zip,4.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.paradisefallscarwash.com/
613.4,38.0,0.0,0.0,3729.160408,235.0,12.00655738,0.48,3.9,112,13.0,4.3,0.14,278.0,3.08,,0.03,2.0,17.0,314581.02,Encino Car Wash,17432 Ventura Blvd,Los Angeles,91316,467,1,chain+street+zip,2.0,West,CA,4,3,3.08,2,1,Express Tunnel,https://encinoautospa.com/
1047.8,110.0,10.15,49.0,3249.915311,156.0,17.92486339,1.12,4.1,78,5.0,5.0,1.13,1.0,,0.32,,1.0,1.0,365383.69,Edge Express,4717 Veterans Pwky,Garner,27529,445,5,chain+street+zip,2.0,South,NC,2,21,99.0,3,1,Express Tunnel,https://www.edgeexpresscarwash.com/
752.0,99.0,72.66,135.0,3044.375233,121.0,20.89918033,0.23,4.3,7,1.0,4.7,2.74,246.0,,1.25,,4.0,4.0,48893.29,Mr D Car Wash,525 E Sumner St,Hartford,53027,1063,1,chain+street+zip,5.0,Midwest,WI,0,43,99.0,0,1,Express Tunnel,https://www.mrdcarwash.com/
1367.8,134.0,53.97,82.0,3096.896983,138.0,19.07295082,0.16,3.7,48,11.0,3.8,0.23,162.0,3.07,2.17,2.2,2.0,4.0,45901.87,Lexington Auto Spa,1124 Winchester Rd,Lexington,40505,678,1,chain+street+zip,15.0,South,KY,2,13,3.07,0,3,Full Service,https://lexingtonautospa.com/
900.5,129.0,0.0,0.0,3646.420136,154.0,17.65437158,0.33,5.0,1,13.0,,0.37,,,0.39,1.06,1.0,10.0,258165.99,Woodies,4545 W Gandy Blvd,Tampa,33611,1634,1,chain+street+zip,4.0,South,FL,2,7,99.0,2,1,Express Tunnel,https://www.woodieswash.com/
853.7,121.0,10.64,61.0,3248.018292,147.0,15.13743169,0.31,4.4,57,6.0,5.0,1.02,1.0,,3.43,,,1.0,243449.27,Rocket Wash 2,1846 US-421,Wilkesboro,28697,1189,4,chain+street+zip,3.0,South,NC,2,21,99.0,2,1,Express Tunnel,https://rocketcarwashexpress.com/
611.0,44.0,0.21,0.0,3616.860828,216.0,11.89043716,0.25,3.9,185,14.0,4.0,0.09,47.0,3.77,2.53,2.25,4.0,4.0,141996.51,Route 66 Car Wash,1650 W Holt Ave,Pomona,91768,1202,1,chain+street+zip,3.0,West,CA,4,3,3.77,1,1,Express Tunnel,https://route66wash.com/about
492.8,46.0,0.0,0.0,3736.2625,266.0,11.7136612,0.16,4.0,74,13.0,4.0,0.21,139.0,1.81,2.38,0.82,1.0,7.0,119505.0,Magic Brush,4550 Barranca Pkwy,Irvine,92604,864,4,chain+street+zip,2.0,West,CA,4,3,1.81,0,3,Hand Wash / Detail,https://magicbrushofficial.com/
,,,,,,,0.2,3.4,104,,,,,,,,,,46116.63,Mistic Express Car Wash,2650 EAST WHIPP ROAD,CENTERVILLE,45440,1026,1,chain+street+zip,11.0,Midwest,OH,0,29,99.0,0,2,Flex,https://sswash.com/mistic-express-car-wash-detail-dayton-montgomery-county-ohio/
926.6,112.0,89.95,109.0,3043.244136,125.0,20.28469945,0.64,4.0,137,11.0,4.7,0.23,195.0,,1.7,1.88,,4.0,60288.51,Wash Up,460 Morthland Dr,Valparaiso,46383,1581,1,chain+street+zip,4.0,Midwest,IN,0,11,99.0,0,1,Express Tunnel,https://www.uwashup.com/
1227.2,131.0,12.25,46.0,3244.071933,161.0,17.06885246,0.09,4.1,69,7.0,,0.39,,,0.11,,2.0,8.0,117819.94,Mach 1 Express Wash,2210 S Harper Rd,Corinth,38834,850,12,chain+street+zip,2.0,South,MS,2,19,99.0,0,2,Flex,https://mach1carwash.com/
760.1,83.0,50.89,105.0,3167.386447,126.0,20.65819672,0.23,4.5,32,12.0,3.0,0.37,2.0,,0.13,,,6.0,157229.67,Legacy Express Wash,2583 E 5th Ave,Columbus,68601,676,1,chain+street+zip,4.0,Midwest,NE,0,23,99.0,1,1,Express Tunnel,https://www.legacyexpresswash.com/
889.8,115.0,10.92,56.0,3279.243344,149.0,17.66803279,0.75,2.4,12,10.0,,0.77,,,1.75,2.08,1.0,12.0,44940.29,Classic Touch Car Wash,2758 Reynolda Rd,Winston-Salem,27106,309,1,chain+street+zip,3.0,South,NC,2,21,99.0,0,2,Flex,http://www.classictouchcarwash.com/schedule-appointment.html
886.3,105.0,70.21,95.0,3079.688681,116.0,16.79371585,0.16,1.8,6,11.0,4.1,0.65,68.0,3.01,2.2,0.99,5.0,0.0,143199.62,Snappy Kedzie Express Wash,3549 S Kedzie Ave,Chicago,60632,1252,1,chain+street+zip,4.0,Midwest,IL,0,10,3.01,1,1,Express Tunnel,https://snappykedzie.mywashaccount.com/
1249.6,101.0,24.22,50.0,3283.519822,161.0,18.88306011,0.86,4.0,46,6.0,4.1,0.37,96.0,,0.65,,,4.0,64354.19,Buff it Auto Wash,1699 Stick Ross Mountain Rd,Tahlequah,74464,248,2,chain+street+zip,3.0,South,OK,2,30,99.0,0,1,Express Tunnel,https://sswash.com/buff-it-auto-wash-mcalester-pittsburg-county-oklahoma/
1134.9,92.0,18.41,37.0,3388.298347,154.0,20.26639344,0.07,4.0,106,8.0,4.2,0.17,48.0,,0.37,,2.0,14.0,130571.86,The Auto Spa,3212 University Blvd,Durant,74701,1398,3,chain+street+zip,2.0,South,OK,2,30,99.0,1,2,Mobile,https://theautospa1.com/
1353.8,100.0,20.44,51.0,3266.538489,159.0,18.96857923,0.44,2.9,37,14.0,4.9,0.63,1095.0,,1.13,0.6,4.0,16.0,99340.84,Quick n Clean,470 E Kenosha St,Broken Arrow,74012,1124,1,chain+street+zip,3.0,South,OK,2,30,99.0,0,1,Express Tunnel,https://quicknclean.net/
1137.2,143.0,0.0,0.0,3653.276672,155.0,13.92185792,0.04,3.6,269,13.0,,1.13,,,0.42,1.28,3.0,3.0,105223.3,Snappy Car Wash,4510 Winkler Ave,Fort Myers,33913,1250,6,chain+street+zip,2.0,South,FL,2,7,99.0,0,1,Express Tunnel,https://www.snappycarwash.net/
1439.8,169.0,0.0,0.0,3673.097797,156.0,12.87814208,1.32,3.9,157,6.0,,2.28,,2.24,0.35,1.34,,3.0,78084.0,IKO Car Wash,4450 S Pine Island Rd,Davie,33328,633,1,chain+street+zip,2.0,South,FL,2,7,2.24,0,1,Express Tunnel,https://www.ikocarwash.com/
879.9,113.0,9.45,55.0,3234.635042,161.0,18.11256831,0.36,4.3,59,9.0,2.7,0.64,39.0,,0.41,,2.0,17.0,355422.74,Five Star,117 Turnersburg Hwy,Statesville,28625,502,5,chain+street+zip,3.0,South,NC,2,21,99.0,2,1,Express Tunnel,https://wash5star.com/locations/boone/
1070.2,113.0,61.81,107.0,2978.060331,125.0,18.84918033,0.27,4.1,29,1.0,4.0,0.25,48.0,,,,3.0,1.0,32960.0,Mendham Car Wash,104 E Main St,Mendham,7945,1016,1,chain+street+zip,10.0,Northeast,NJ,1,25,99.0,0,3,Full Service,https://carwashfind.com/directory/new-jersey/mendham/mendham-full-service-car-wash/
1382.0,99.0,16.24,31.0,3437.874903,139.0,16.36666667,0.13,2.8,26,11.0,5.0,0.63,10.0,0.99,0.6,1.39,5.0,4.0,245127.29,Vibe Car Wash,801 Spring Creek Pkwy,Plano,75023,1503,1,chain+street+zip,2.0,South,TX,2,37,0.99,2,1,Express Tunnel,https://www.vibecw.com/
1198.1,119.0,51.59,74.0,2996.361083,142.0,16.72103825,0.37,4.0,87,6.0,3.7,0.39,37.0,4.12,0.13,1.59,2.0,7.0,283951.79,Edge Express,17000 Jefferson Davis Hwy,Dumfries,22026,444,1,chain+street+zip,3.0,South,VA,2,39,4.12,2,1,Express Tunnel,https://www.edgeexpresscarwash.com/
1150.3,127.0,45.15,92.0,3040.85285,144.0,17.53169399,0.16,4.4,278,5.0,3.9,0.45,240.0,,2.1,1.31,3.0,7.0,199490.16,Kind Car Wash,3106 N National Rd,Columbus,47201,661,1,chain+street+zip,2.0,Midwest,IN,0,11,99.0,1,1,Express Tunnel,http://kindcarwash.mywashaccount.com/
904.9,120.0,11.27,56.0,3249.810125,146.0,18.17377049,0.35,4.1,148,3.0,4.5,0.13,42.0,,0.1,,2.0,12.0,268658.29,Rocks Edge,116 Carmel Dr,King,27021,1198,1,chain+street+zip,2.0,South,NC,2,21,99.0,2,1,Express Tunnel,https://www.rocksedgecarwash.org/
1114.7,125.0,15.68,38.0,2907.983033,117.0,14.66120219,0.12,4.4,97,5.0,5.0,0.62,1.0,,0.28,,4.0,8.0,16677.14,U S Car Wash,845 N Adair St,Cornelius,97113,1490,1,chain+street+zip,2.0,West,OR,4,31,99.0,0,1,Express Tunnel,https://zipscarwash.com/
1480.0,122.0,20.16,61.0,3166.213053,147.0,19.19808743,0.34,4.1,45,5.0,3.0,0.96,3.0,,0.79,,2.0,8.0,86665.75,StoneWash Car Care Center,818 Paris Rd,Mayfield,42066,1331,1,chain+street+zip,5.0,South,KY,2,13,99.0,0,1,Express Tunnel,https://www.stonewashcarcarecenter.com/
1055.7,112.0,9.38,47.0,3244.148708,157.0,17.22513661,0.19,4.0,3,10.0,4.1,0.63,275.0,,0.35,,,10.0,390296.33,American Pride,1203 N Brightleaf Blvd,Smithfield,27577,21,3,chain+street+zip,4.0,South,NC,2,21,99.0,3,1,Express Tunnel,https://americanpridexpress.com/
1492.9,140.0,15.05,40.0,3278.989444,152.0,17.87322404,0.02,4.2,22,2.0,3.0,0.71,4.0,,1.13,,1.0,12.0,110052.37,Century Car Wash,328 E Main St,Senatobia,38668,280,6,chain+street+zip,3.0,South,MS,2,19,99.0,0,1,Express Tunnel,https://centurycarwash.mywashaccount.com/
800.1,111.0,7.35,47.0,3283.455578,165.0,18.76530055,0.23,4.5,34,10.0,4.5,0.27,197.0,,0.2,,2.0,9.0,133990.42,Edge Express,925 E Dixon Blvd,Shelby,28152,438,2,chain+street+zip,3.0,South,NC,2,21,99.0,1,1,Express Tunnel,https://www.edgeexpresscarwash.com/
