site_key,panel_name,client_id,site_id,state,region,city,panel_lat,panel_lon,annual_washes,annual_year,monthly_washes,Name,Latitude,Longitude,client_name,_Match,__longitude,__latitude,__name,2025 Estimate,Growth 2025-2020,Growth 2030-2025,2025 Average Age,Labor Force,Average Household Income,Median Household Income,Renter-Occupied,1 vehicle,2 vehicles,3 vehicles,4 vehicles,5 or more vehicles,Total Vehicles Available in the Market,Average Number of Vehicles Available,"$100,000 to $124,999","$125,000 to $149,999","$150,000 to $174,999","$175,000 to $199,999","$200,000 to $249,999",Median Household Income.1,Average Household Income.1,Current Year Estimated Owner-Occupied Housing Units by Value,Count of Car Wash Competitors,Nearest Car Wash Competitors-Name,2nd Nearest Car Wash Competitors-Name,3rd Nearest Car Wash Competitors-Name,Nearest Car Wash Competitors-Distance,Nearest Car Wash Competitors-Competitor Type,Nearest Car Wash Competitors-Car Wash Type,Nearest Car Wash Competitors-Website,2nd Nearest Car Wash Competitors-Distance,2nd Nearest Car Wash Competitors-Competitor Type,2nd Nearest Car Wash Competitors-Car Wash Type,2nd Nearest Car Wash Competitors-Website,3rd Nearest Car Wash Competitors-Distance,3rd Nearest Car Wash Competitors-Competitor Type,3rd Nearest Car Wash Competitors-Car Wash Type,3rd Nearest Car Wash Competitors-Website,Count of ChainXY VT - Mass Merchant,Nearest ChainXY VT - Mass Merchant-Chain Name,Nearest ChainXY VT - Mass Merchant-Distance,2nd Nearest ChainXY VT - Mass Merchant-Chain Name,2nd Nearest ChainXY VT - Mass Merchant-Distance,3rd Nearest ChainXY VT - Mass Merchant-Chain Name,3rd Nearest ChainXY VT - Mass Merchant-Distance,Count of ChainXY VT - Grocery,Count of ChainXY VT - Department Store,Nearest StreetLight US Hourly-ttl_overnight,Nearest StreetLight US Hourly-ttl_breakfast,Nearest StreetLight US Hourly-ttl_lunch,Nearest StreetLight US Hourly-ttl_afternoon,Nearest StreetLight US Hourly-ttl_dinner,Nearest StreetLight US Hourly-ttl_night,Nearest StreetLight US Hourly-Highway,2025 % HH with Income $50K+,client_id_1
woodys_000289_3,Woodie's Skyway,woodys_000289,3,FL,South,3401 34th St S,27.738547,-82.679384,303745.0,2025.0,25312.0,woodys_000289,27.7368325,-82.6800166,Woodies,Lat/Lng,-82.6800166,27.7368325,Woodies,95121.14822829304,0.0378286810530883,0.0284688563315157,44.549023543066625,47597.060537532554,106207.58271714993,75631.30792166425,15274.934769587126,19734.697769817663,13993.503030168824,3509.466957108816,780.4141411338933,190.1005292166956,62322.26391210081,1.5011943062466986,4189.932518168818,2708.3420889840927,2084.7877019052394,1632.924067946151,2552.379889298696,75631.30792166425,106207.58271714993,26243.517341372324,3,Woodie's Wash Shack,Woodie's Wash Shack,Big Dan's Car Wash,0.0010660654621403,National Chain,Express,www.woodieswash.com,1.2269815315050994,National Chain,Express,www.woodieswash.com,2.501777818450199,National Chain,Express,www.bigdanscarwash.com,2,Walmart USA,0.1542549275368238,Walmart USA,2.492793290544709,,0.0,3,0,543,2052,1799,2019,1932,1228,trunk,67.68044295714708,woodys_000289
stevenscreek_000445_1,Stevens Creek Xpress,stevenscreek_000445,1,CA,West,3655 Stevens Creek Blvd,37.324219,-121.964759,290700.0,2025.0,24225.0,stevenscreek_000445,37.3239942,-121.964776,Stevens Creek Xpress,Lat/Lng,-121.964776,37.3239942,Stevens Creek Xpress,264113.06110279885,0.0107501572366142,0.0291400426621669,39.92879805828756,151238.5171752486,228131.64744927583,167936.80171126124,52917.76186305279,35308.95941754716,38823.38174743857,12248.926202223289,4258.026180873043,1514.1855546529405,174305.53401585104,1.781092797496236,8180.696944238036,7217.152208776853,6534.470992376271,6687.041857149685,22691.244824474383,167936.80171126124,228131.64744927583,45185.822345529275,5,Stevens Creek Xpress Car Wash,Tan's Touchless Carwash,Zip Thru Express Car Wash,0.012112995837785,Tunnel Car Wash,Express/Detail,www.scxcr.com,2.4556784324583862,Tunnel Car Wash,Full-Service/Ext./Detail,No Website,2.6781680488050936,Tunnel Car Wash,Express/⛽ ,www.zipthrucarwashes.com,3,Walmart USA,0.4888934534290874,Target,1.8019145255499875,Target,2.6576423779270493,10,3,393,2935,3148,5147,5100,1842,trunk,85.98082963977296,stevenscreek_000445
luvcarwash_000457_27,Homestead,luvcarwash_000457,27,FL,South,33513 S Dixie Hwy,25.456161,-80.474476,281228.0,2025.0,23436.0,luvcarwash_000457,25.4561768,-80.4744651,Luv Car Wash,Lat/Lng,-80.4744651,25.4561768,Luv Car Wash,108678.8006488306,0.1783582433206415,0.1347879458959075,36.81815662010706,52580.207372388744,85758.61055179495,69623.06518149117,18089.049902735045,12134.053811514634,12941.301510349964,3947.0069555520313,983.5099376738071,508.97054902033415,56336.570194667554,1.6938831051853358,3566.941349956556,2391.918910275912,1563.080163554172,1142.2277889790712,1185.7419469705785,69623.06518149117,85758.61055179495,15199.888405091828,2,LUV Car Wash,Sport Car Wash,,0.0032831397351374,National Chain,Express,www.luvcarwash.com,1.1128985779999518,Tunnel Car Wash,Flex,www.sportcarwash.com,0.0,,,,3,Walmart USA,0.1238816539274984,Walmart USA,2.1413670383271075,Target,2.822347628239586,4,0,663,3656,2921,3226,2984,1784,trunk,64.82358940299733,luvcarwash_000457
sudstop_000639_5,Sud Stop Pembroke Park,sudstop_000639,5,FL,South,3301 W Hallandale Beach Blvd,25.985267,-80.176663,278298.0,2025.0,23192.0,sudstop_000639,25.9847704,-80.1762101,Sud Stop,Lat/Lng,-80.1762101,25.9847704,Sud Stop,211945.41643430432,0.0678964726035181,0.0181619472044837,42.0732063039739,118679.9316138447,94636.11484883587,68814.07543132207,38675.255353507935,38195.31801929278,26234.362464206875,8201.337143140147,2390.698961037677,989.3078482398996,129777.38946247718,1.5643522386481676,8573.148043637862,4892.8392269369215,3354.275988697773,2765.2677869318286,3922.061192434979,68814.07543132207,94636.11484883587,44351.736682265066,4,Sud Stop Car Wash,Chumi Car Wash,Sparkling Image Car Wash,0.0495648789787087,National Chain,Express,www.sudstopcarwash.com,1.9423439896555343,Tunnel Car Wash,Full-Service/Ext./⛽ ,No website,2.956362100266917,National Chain,Full-Service/Ext./Lube,www.sparklingimage.com,3,Target,1.948913545269418,Walmart USA,2.3563236839166093,Target,2.4126013738469463,9,3,1567,4051,2499,2383,2416,2275,primary,63.022898599904075,sudstop_000639
bamboocarwash_000144_1,Bamboo Carwash,bamboocarwash_000144,1,GA,South,240 Marketplace Blvd,34.34916,-84.050327,274727.0,2025.0,22894.0,bamboocarwash_000144,34.349353,-84.050751,Bamboo Carwash,Lat/Lng,-84.050751,34.349353,Bamboo Carwash,15487.91085138236,0.2366583762124932,0.1509738446169557,40.474725237175235,8629.314163178846,135602.2059321938,111689.11137911749,1198.1904239540454,1654.7391498500947,2165.7272077822126,1002.9725430249237,507.7316918125143,113.34514808282256,11592.76370215346,2.085367077159231,691.1464586262591,598.173843141878,498.9753051484004,352.38822899607476,546.6971901922952,111689.11137911749,135602.2059321938,4389.431382960174,3,Bamboo Car Wash,Take 5 Car Wash,Auto Craze Car and Pet Wash,0.0093591585420896,Tunnel Car Wash,Express,www.bamboocarwash.com,0.3689973732205068,Tunnel Car Wash,Express,www.take5.com,1.2322573379665045,Tunnel Car Wash,Express/SS/Dog Wash,www.autocrazecarwash.com,1,Walmart USA,0.6609775823084025,,0.0,,0.0,2,0,24,239,416,364,388,207,unclassified,82.95452209741207,bamboocarwash_000144
lonestarsuds_000315_4,Lonestar Suds 34th,lonestarsuds_000315,4,TX,South,3602 Milwaukee Ave,33.560291,-101.957412,272146.0,2025.0,22679.0,lonestarsuds_000315,33.560362,-101.957229,Lonestar Suds Express,Lat/Lng,-101.957229,33.560362,Lonestar Suds Express,73419.95060796314,0.0859332619423636,0.0665611698849111,36.814715105965966,41614.36145911459,90347.7563043762,69236.67280582532,16971.738826756366,13184.657642197562,11626.030442502117,3937.948201376712,1158.4925802687649,391.4424720124807,54841.745812469395,1.7230893842246822,3350.6066244929098,2282.0565668758936,1607.7281741835177,957.5544591108336,1264.1016746736132,69236.67280582532,90347.7563043762,14863.87478821678,8,Lonestar Suds Express Car Wash,Mighty Wash #5,Take 5 Car Wash,0.0028563011170593,Tunnel Car Wash,Express ,www.lonestarsuds.com,1.2821059034491793,National Chain,Express,www.mymightywash.com,1.294866947501667,National Chain,Express ,www.take5.com,2,Target,0.8565846688274344,Walmart USA,2.2893072814638007,,0.0,2,3,529,4323,5385,5903,6063,3132,secondary,62.95110431171908,lonestarsuds_000315
clearwater_000397_2,ClearWater - Cleburne,clearwater_000397,2,TX,South,809 W Henderson St,32.344189,-97.397479,270412.0,2025.0,22534.0,clearwater_000397,32.3440442,-97.3974515,ClearWater,Lat/Lng,-97.3974515,32.3440442,ClearWater,36101.48043385934,0.1481850229361427,0.0151510141664346,39.54792438778473,17779.229053919727,95380.03112729407,75683.20675071116,4418.378795560333,4452.725836506521,5611.433114794374,1652.0852078473545,614.0613063421333,261.18012577597983,24393.993543885765,1.886518875686805,1536.7989233740373,977.356391427631,660.9988295526709,400.2486950452439,513.429785209184,75683.20675071116,95380.03112729407,8529.228476389952,4,ClearWater Express Wash ,B&K Express Car Wash,Henderson Express Carwash,0.006856340282517,National Chain,Express,www.clearwaterexpresswash.com,1.141802270555226,Tunnel Car Wash,Express,No Website,1.710236971356088,Tunnel Car Wash,Express,No Website,1,Walmart USA,1.0592413836084245,,0.0,,0.0,2,0,279,2138,2420,2474,2311,1322,primary,68.15481845769203,clearwater_000397
kiwicw_000382_1,Kiwi Car Wash Vero,kiwicw_000382,1,FL,South,4915 20th St,27.638438,-80.429003,267483.0,2025.0,22290.0,kiwicw_000382,27.638106,-80.43679,Kiwi Car Wash,Lat/Lng,-80.43679,27.638106,Kiwi Car Wash,43796.6542098294,0.0465900608911089,0.0440884275579267,48.636530543588776,19001.413047585636,91596.79068471132,72427.77560097935,4870.128028533654,9054.725849030308,6859.925167037174,2206.9936512256972,283.3121366626583,118.75872280076146,31122.599297436187,1.5936525290637331,2055.2255246292334,1306.769329046714,995.8642168423394,739.1546803236706,797.9173637768254,72427.77560097935,91596.79068471132,14672.359628817763,4,Kiwi Car Wash,Classic Car Wash,Pink Bird Car Wash,0.008613526480558,Tunnel Car Wash,Express,www.kiwicarwash.com,2.8445643971853034,Tunnel Car Wash,Full-Service/Ext./Detail,www.classiccarwashverobeach.co,2.8913582830873743,National Chain,Express,www.pinkbirdcarwash.com,2,Walmart USA,0.3796309729999518,Target,0.6956772739710892,,0.0,3,2,437,4176,3513,3424,2851,1418,primary,66.90306951755097,kiwicw_000382
sudsdeluxe_000305_4,Suds Deluxe Kyle,sudsdeluxe_000305,4,TX,South,18810 IH 35,30.002378,-97.866725,263941.0,2025.0,21995.0,sudsdeluxe_000305,30.0340079,-97.8475076,Suds Deluxe,Lat/Lng,-97.8475076,30.0340079,Suds Deluxe,60501.40005942149,0.3378161753797713,0.186091872446738,35.216626121336525,33938.42553074128,108917.32026632158,95069.62145794106,7521.750612879405,6051.270677424152,8825.591801540344,4008.592587524792,751.8247311861487,481.3247937266715,41142.15493645717,2.0137840417028077,2932.3541913299123,1947.7821853857024,1512.4477970064618,1244.8810928399907,1131.766808839282,95069.62145794106,108917.32026632158,12994.19880895561,2,Suds Deluxe Car Wash,Club Car Wash ,,0.0326860330792723,National Chain,Express,www.sudsdeluxe.com,2.0349183640844646,National Chain,Express,www.clubcarwash.com,0.0,,,,2,Walmart USA,1.7953461060596936,Target,1.8780661460097232,,0.0,1,0,709,4211,3741,3705,3791,1827,secondary,77.13923757116818,sudsdeluxe_000305
bluewave_000567_19,BlueWave Brownsville 2,bluewave_000567,19,TX,South,2180 Ruben M Torres Blvd,25.950168,-97.482917,261948.0,2025.0,21829.0,bluewave_000567,25.9509736,-97.51553,BlueWave,Lat/Lng,-97.51553,25.9509736,BlueWave,93934.41909250582,0.0423375756711344,0.0796165894877497,37.69510268136378,44927.53491014661,82296.87502702067,64023.5329946459,11626.3035986186,10394.403613402044,9821.558152024869,5423.100591035094,1730.3701575726736,550.0571174838115,55978.58790826681,1.862251132335355,2868.7188469499815,1817.9650969363283,1415.0985540580004,984.4292069934309,900.3176952719223,64023.5329946459,82296.87502702067,18495.754965490894,5,GO Car Wash,Go Car Wash,BlueWave Express Car Wash,1.837733778699598,National Chain,Express,www.gocarwash.com,1.9968232553546792,National Chain,Express,www.gocarwash.com,2.016047419381741,National Chain,,,4,Target,1.2804880110353618,Walmart USA,1.752083915201846,Walmart USA,2.196732254983777,1,2,176,1079,881,1269,1197,755,tertiary,59.93635133966002,bluewave_000567
bluewave_000567_22,BlueWave Rio Grande,bluewave_000567,22,TX,South,4343 US-83,26.344281,-98.744072,258984.0,2025.0,21582.0,bluewave_000567,26.370564,-98.797272,BlueWave,Lat/Lng,-98.797272,26.370564,BlueWave,17644.34347747278,0.0001042176785189,0.0719255773612352,36.66117493880659,8214.9332766179,66274.43047207351,49247.58392079944,1400.1004400219535,2026.055827750708,1914.394501148141,640.1842084029922,204.62118376116268,55.59693504869938,8871.866865544114,1.654558032445148,408.9374357892666,338.3909162413329,270.29950887232553,95.08702412084676,77.31263012206182,49247.58392079944,66274.43047207351,3982.185911825043,1,GO Carwash,,,0.213983924543463,National Chain,Express ,www.gocarwash.com,0.0,,,,0.0,,,,1,Walmart USA,0.3679202520930942,,0.0,,0.0,0,0,1061,5551,5020,5688,5587,3766,trunk,49.392329701786785,bluewave_000567
luvcarwash_000457_61,Van Nuys,luvcarwash_000457,61,CA,West,14537 Sherman Way,34.201644,-118.450113,258823.0,2025.0,21569.0,luvcarwash_000457,34.2016944,-118.4500576,Luv Car Wash,Lat/Lng,-118.4500576,34.2016944,Luv Car Wash,331753.7524170473,-0.0116875641421432,0.0331894430809892,39.266471867414594,186636.11708041164,108677.39710932253,78735.1922144938,69976.14819514914,41010.425435994985,35651.415111849084,12948.148522631964,4763.800211112015,2870.7488779088017,184566.6464615811,1.7256813385098435,10198.895700839115,8065.473127303412,6236.561732257251,4571.392212242819,7557.332115188474,78735.1922144938,108677.39710932253,37587.63696354604,12,Wishy Washy Express Car Wash,Valley Car Wash,Van Nuys Express Wash,0.0075432225737854,Tunnel Car Wash,Express,www.wishywashycarwash.com,0.4235410272684828,Tunnel Car Wash,Full-service/ext./detail/lube,www.valley-carwash.com,0.9522284561926608,Tunnel Car Wash,Van Nuys Express Wash,www.sudsupexpresscarwash.com,4,Target,0.9325572201912752,Walmart USA,1.4318804124482998,Target,2.0722245844369316,2,0,1889,7807,5755,6262,5832,4272,primary,68.01311967115495,luvcarwash_000457
