site_key,performance_group,panel_name,client_id,site_id,state,region,city,panel_lat,panel_lon,annual_washes,annual_year,monthly_washes,months_obs,Name,Latitude,Longitude,client_name,_Match,__longitude,__latitude,__name,2025 Estimate,Growth 2025-2020,Growth 2030-2025,2025 Average Age,Labor Force,Average Household Income,Median Household Income,Renter-Occupied,1 vehicle,2 vehicles,3 vehicles,4 vehicles,5 or more vehicles,Total Vehicles Available in the Market,Average Number of Vehicles Available,"$100,000 to $124,999","$125,000 to $149,999","$150,000 to $174,999","$175,000 to $199,999","$200,000 to $249,999",Median Household Income.1,Average Household Income.1,Current Year Estimated Owner-Occupied Housing Units by Value,Count of Car Wash Competitors,Nearest Car Wash Competitors-Name,2nd Nearest Car Wash Competitors-Name,3rd Nearest Car Wash Competitors-Name,Nearest Car Wash Competitors-Distance,Nearest Car Wash Competitors-Competitor Type,Nearest Car Wash Competitors-Car Wash Type,Nearest Car Wash Competitors-Website,2nd Nearest Car Wash Competitors-Distance,2nd Nearest Car Wash Competitors-Competitor Type,2nd Nearest Car Wash Competitors-Car Wash Type,2nd Nearest Car Wash Competitors-Website,3rd Nearest Car Wash Competitors-Distance,3rd Nearest Car Wash Competitors-Competitor Type,3rd Nearest Car Wash Competitors-Car Wash Type,3rd Nearest Car Wash Competitors-Website,Count of ChainXY VT - Mass Merchant,Nearest ChainXY VT - Mass Merchant-Chain Name,Nearest ChainXY VT - Mass Merchant-Distance,2nd Nearest ChainXY VT - Mass Merchant-Chain Name,2nd Nearest ChainXY VT - Mass Merchant-Distance,3rd Nearest ChainXY VT - Mass Merchant-Chain Name,3rd Nearest ChainXY VT - Mass Merchant-Distance,Count of ChainXY VT - Grocery,Count of ChainXY VT - Department Store,Nearest StreetLight US Hourly-ttl_overnight,Nearest StreetLight US Hourly-ttl_breakfast,Nearest StreetLight US Hourly-ttl_lunch,Nearest StreetLight US Hourly-ttl_afternoon,Nearest StreetLight US Hourly-ttl_dinner,Nearest StreetLight US Hourly-ttl_night,Nearest StreetLight US Hourly-Highway,2025 % HH with Income $50K+,client_id_1
sandiegocarcare_000024_1,bottom100,Costa Verde,sandiegocarcare_000024,1,CA,West,8505 Costa Verde Blvd,32.866987,-117.21594,24413.0,2025.0,2034.0,78,sandiegocarcare_000024,32.8677631,-117.2153321,San Diego Car Care Costa Verde,Lat/Lng,-117.2153321,32.8677631,San Diego Car Care Costa Verde,96010.4587392318,-0.0122479645716259,0.003311791721481,37.716827768684965,51855.14477176033,158041.48130373724,119246.35628807783,20044.430080937334,14028.148053330253,13415.586735227029,4010.5441411542706,1234.9216490093386,439.2552501241444,60026.9167939052,1.675215312181408,3263.10925966769,2614.1786115688737,2676.607854247326,2618.2791564045474,5210.6484158387175,119246.35628807783,158041.48130373724,15874.018738994258,4,Costa Verde Car Wash/San Diego Car Care,Stars & Stripes Car Wash,Americana Hand Car Wash & Deta,0.078425903104203,Tunnel Car Wash,Full-Service/Ext./Detail/⛽ ,www.sandiegocarcare.com,1.838716929328869,Tunnel Car Wash,Flex/Detail/⛽ (Hand Wash),www.carwashsd.com,1.9706975919378673,Tunnel Car Wash,Full-Service/Detail/Petrol (Ha,www.americanacarwash.com,1,Target,1.4926931752730472,,0.0,,0.0,2,3,299,1093,1462,2294,1905,1108,secondary,79.63649380773425,sandiegocarcare_000024
mrcleancw_000329_18,bottom100,Mr Clean Dahlonega,mrcleancw_000329,18,GA,South,45 Morrison Moore Pkwy W,34.525735,-83.978974,24368.0,2025.0,2031.0,27,mrcleancw_000329,34.525637,-83.9789998,Mr Clean Car Wash,Lat/Lng,-83.9789998,34.525637,Mr Clean Car Wash,10837.312966100522,0.0399173496341341,0.0491461626210126,35.110475655788726,5074.2226721261395,98825.27114775768,76168.1763168888,1353.816766147851,793.4184348447016,1151.9094730206998,759.427909830818,174.29386206006166,62.88942760403734,6387.143696638988,2.1240682032699465,306.75893324043136,206.64318118640224,123.91659730742684,187.99504891072863,176.02999303268734,76168.1763168888,98825.27114775768,1653.2902926621027,0,,,,0.0,,,,0.0,,,,0.0,,,,1,Walmart USA,0.9728220053435668,,0.0,,0.0,0,0,0,0,0,0,0,0,unclassified,67.08257661326012,mrcleancw_000329
lathroparcocw_000241_1,bottom100,Lathrop Arco Car Wash,lathroparcocw_000241,1,CA,West,2050 Crestwood Ave,37.825176,-121.220685,24210.0,2025.0,2018.0,71,lathroparcocw_000241,37.825928,-121.2203029,Lathrop Arco Car Wash,Lat/Lng,-121.2203029,37.825928,Lathrop Arco Car Wash,68161.4317107671,0.0624989358908347,0.1041008706858303,40.91707633742316,32594.664225084707,122222.4375474828,98264.24081621307,8914.849988793954,5458.319598086644,8014.400405809516,5038.676014170516,2157.7686752988957,1147.538068773225,50971.91349727893,2.2523169914491032,2695.8227628241293,2053.319066794822,1742.1542260844726,1439.566869832575,1838.2501771883108,98264.24081621307,122222.4375474828,13914.654554845069,6,Manteca Express Wash,Mister Car Wash,Quicki Kleen Car Wash,0.0198727511838009,Tunnel Car Wash,Express/⛽ ,www.mantecaexpresswash.com,0.7358443038054567,National Chain,Express,www.mistercarwash.com,2.072021368023379,Tunnel Car Wash,Full-Service/Ext./⛽ ,www.facebook.com,2,Target,2.533172726699406,Walmart USA,2.7963425621176703,,0.0,1,0,198,915,626,737,604,367,tertiary,78.82230119989673,lathroparcocw_000241
arcowash_000251_1,bottom100,Arco Wash,arcowash_000251,1,OR,West,4433 Lancaster Dr NE,44.983614,-122.984086,24182.0,2025.0,2015.0,61,arcowash_000251,44.9835651,-122.9839152,Arco Wash,Lat/Lng,-122.9839152,44.9835651,Arco Wash,102119.59522270045,0.0130500232031515,0.0429967589716189,38.36045519786542,50908.426544705115,85322.33576726353,71440.26522607337,17636.757844217005,10914.038144270771,13698.498862702285,5456.432674986194,1739.658834097092,796.9387467664201,65623.66296485439,1.8374828401355583,4076.8891510451217,2684.211584159988,1937.0299210633384,1294.7218399615958,897.402140559163,71440.26522607337,85322.33576726353,18229.16004324064,4,Splash wash,Magic Touch,Washman Car Wash,0.0215226628517958,Tunnel Car Wash,Full-service/ext./⛽ ,www.splashwashsalem.com,2.130848485657682,Tunnel Car Wash,Full-service/ext./detail ,www.magictouchsalem.com,2.2859717214917015,National Chain,Express,www.washmanusa.com,2,Walmart USA,1.3189237639110247,Target,2.0887102018829906,,0.0,2,1,467,2121,2162,2544,2332,1540,primary,65.94953119105458,arcowash_000251
seawaycarwash_000181_3,bottom100,Seaway Car Wash South #2,seawaycarwash_000181,3,VT,Northeast,1341 Shelburne Rd,44.43221,-73.211566,24106.0,2025.0,2009.0,78,seawaycarwash_000181,44.432247,-73.211555,Seaway Car Wash,Lat/Lng,-73.211555,44.432247,Seaway Car Wash,35430.30158004584,0.0181706282028299,0.0199713517385168,38.851784818381766,19739.4401664146,150556.50453675372,112069.99895141798,6152.802634754567,5440.140814755927,5600.790834145329,1149.8964685134124,268.47594122355804,23.444699650164697,21282.53915173188,1.556536202411777,1276.980878666509,995.1527037236956,1007.2916830520844,1014.4436661864748,1771.371520669141,112069.99895141798,150556.50453675372,7522.779801639903,1,Splash Car Wash,,,1.060929256093066,National Chain,Express,https://splashcarwashes.com,0.0,,,,0.0,,,,1,Target,2.727464750172407,,0.0,,0.0,1,1,449,3282,2677,2911,2194,1040,trunk,77.33917680015186,seawaycarwash_000181
expresstunnelcw_000348_1,bottom100,Express Tunnel Carwash,expresstunnelcw_000348,1,NSW,,63 Durham St,-33.416188,149.584141,23850.0,2025.0,1988.0,55,expresstunnelcw_000348,-33.4161878,149.5841411,Express Tunnel,Lat/Lng,149.5841411,-33.4161878,Express Tunnel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,,,,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,0,0,0,0,0,0,0,0,,0.0,expresstunnelcw_000348
soapmyride_000113_1,bottom100,Soap My Ride,soapmyride_000113,1,KY,South,3156 Nashville Rd,36.949013,-86.476866,23031.0,2025.0,1919.0,78,soapmyride_000113,36.948398,-86.4771441,Soap My Ride,Lat/Lng,-86.4771441,36.948398,Soap My Ride,60452.18232477596,0.1118666535172875,0.0576117569981723,35.23896835920616,32656.967988855205,82216.4244209209,60797.61652650894,10862.716352735411,8504.981563701236,8387.569203404651,2824.8138150529703,957.901395527122,346.35650595638435,39317.94952755986,1.7372696648379364,2146.867573877913,1405.7827373972395,871.1259696561028,577.702736097679,751.9749120762572,60797.61652650894,82216.4244209209,11812.220610184944,5,Soap My Ride,Zips Car Wash,Waterworks Auto Wash,0.0045783015082228,Tunnel Car Wash,Express/SS/IBA,www.soapmyride.com,1.0716756645176917,National Chain,Express,www.zipscarwash.com,1.0880174491720578,Tunnel Car Wash,Express/detail,www.waterworksbg.com,3,Target,2.2939641956718138,Walmart USA,2.40737893831135,Walmart USA,2.6794164369075086,3,2,1052,7308,6013,6645,5776,2837,primary,58.07745721205133,soapmyride_000113
superiorcarwash_1,bottom100,MZX SUPERIOR CAR WASH & LUBE,superiorcarwash,1,TX,South,5614 Hwy 6 N,29.860167,-95.644515,22655.0,2025.0,1888.0,78,superiorcarwash,29.860008,-95.644403,Superior Hwy 6 Carwash,Lat/Lng,-95.644403,29.860008,Superior Hwy 6 Carwash,132635.01859531505,0.0476782715513714,0.0261671979921447,38.337146043775086,73858.87913746899,115437.73583649666,88396.90629036314,14268.764031441184,11861.779448750196,19055.053281581266,8235.845813544001,2693.178456348134,1211.768707359908,91510.9808147368,2.082221889991577,4909.672073759837,3849.347261232557,3013.6978971525095,2251.613426684169,2753.282104148995,88396.90629036314,115437.73583649666,29707.843022014713,11,MZX Superior Car Wash,Mister Car Wash ,Quick N Clean,0.0139963738902021,Tunnel Car Wash,Full-Service/Ext./Detail/Lube,www.mzxcarwash.com,0.1666479015855773,National Chain,Express,www.mistercarwash.com,0.7288688855535604,National Chain,Express,www.quicknclean.net,3,Walmart USA,1.0896269038490884,Target,1.2112577160233444,Walmart USA,1.2558824088769422,3,0,148,270,298,345,390,362,primary_link,77.81183737596757,superiorcarwash
190490pauls_1,bottom100,PAUL'S HINGHAM CAR WASH,190490pauls,1,MA,Northeast,25 Summer St,42.24557,-70.882402,22559.0,2025.0,1880.0,78,190490pauls,42.245707,-70.881781,Paulu0027s Hingham Car Wash,Lat/Lng,-70.881781,42.245707,Paulu0027s Hingham Car Wash,30419.542974793814,0.0028200372515191,0.0002578636300046,45.57983768856233,16982.31976410246,250499.11872107544,168274.79118568552,2436.051002634689,4157.8005853695795,5479.5446819763165,1521.8015825056937,649.4335639944766,143.020978665445,22995.133846144425,1.8586348716505203,863.7184834897052,800.2208461086266,854.0847538881935,727.7686401202809,2937.186459271703,168274.79118568552,250499.11872107544,9972.32755588158,2,Hingham Car Wash,Super Shine Auto Wash,,0.0253613666427855,Tunnel Car Wash,Exterior/⛽ ,www.hinghamcarwash.com,2.8734054465878778,National Chain,Exterior/⛽/IBA/SS,www.supershineautowash.com,0.0,,,,0,,0.0,,0.0,,0.0,1,0,304,2416,2307,2710,2354,1137,primary,84.01377618349885,190490pauls
mrbs_2,bottom100,Mr. B's Car Wash - Sumiton,mrbs,2,AL,South,878 Hwy 78,33.741775,-87.047874,22464.0,2025.0,1872.0,78,mrbs,33.7450445,-87.046255,Mr. Bu0027s Car Wash,Lat/Lng,-87.046255,33.7450445,Mr. Bu0027s Car Wash,7258.121756574954,-0.0056893837244308,-0.0072770324346245,42.15125633288276,3284.9782450153143,85978.06428236174,71369.7638334594,674.5840203821426,890.9035075834254,843.5639647843782,573.414760867483,318.5183027590392,148.1464049462229,6313.080955521902,2.182344147417367,280.59010917751584,178.61066857806873,148.7472308317665,91.86106023471802,67.1311612065183,71369.7638334594,85978.06428236174,2236.1487065322,1,Mr. B’s $5 Express Car Wash,,,0.0546479486349653,Tunnel Car Wash,Express ,www.facebook.com,0.0,,,,0.0,,,,1,Walmart USA,0.2550993491465429,,0.0,,0.0,1,0,203,1760,1375,1771,1475,625,primary,67.79805029664854,mrbs
zips_000468_17,bottom100,TXGRA_Hwy377,zips_000468,17,TX,South,3601 E US Hwy 377,32.453073,-97.732865,22381.0,2025.0,1865.0,46,zips_000468,32.453117,-97.732979,Zips Express Car Wash,Lat/Lng,-97.732979,32.453117,Zips Express Car Wash,20267.16607849181,0.0730748039471411,0.0049001895080295,46.000034591856824,9898.122687506606,127776.16651631228,104304.23727129494,1878.7265402048945,2376.531678156578,3840.540901640139,1181.1935318749163,510.78224479267374,68.62177715316648,15987.431941998131,1.9571129908024512,967.6793517199694,813.3921984442859,554.5495539777912,473.5699349351344,810.4198958054185,104304.23727129494,127776.16651631228,6301.567915209918,2,Zips Car Wash,Brightworks Car Wash,,0.0075340798649762,National Chain,Express,www.zipscarwash.com,1.235451627402652,Tunnel Car Wash,Flex,www.brightworkscarwash.com,0.0,,,,0,,0.0,,0.0,,0.0,2,0,1316,9934,7748,8066,6874,3178,trunk,75.38894058131334,zips_000468
24036englewood_1,bottom100,ENGLEWOOD CAR WASH,24036englewood,1,FL,South,287 S Indiana Ave,26.95739,-82.352491,22370.0,2025.0,1864.0,78,24036englewood,26.9573955,-82.3525042,Englewood Car Wash,Lat/Lng,-82.3525042,26.9573955,Englewood Car Wash,18293.04412828025,0.042488896785765,-0.0314016371933443,63.06543022121496,4920.5643460172,106780.63703397076,74288.88892003476,1702.0106036055367,4923.803053276555,3662.059463014535,610.8884452619823,172.27832590130856,25.650027520256117,14897.950756298089,1.5339761305920143,922.3858528919518,712.8058198576327,476.5034834621474,288.6307202989701,605.5325409306679,74288.88892003476,106780.63703397076,8009.97282246541,2,Englewood Car Wash & Detail,Blue Jay Car Wash (closed),,0.0091542353027981,Tunnel Car Wash,Full-Serve/Ext./Detail,www.englewoodcarwash.us.com,2.771444480766599,Tunnel Car Wash,,,0.0,,,,0,,0.0,,0.0,,0.0,2,0,376,5019,4079,4079,3054,1362,primary,69.01337697479973,24036englewood
soggydogcarwash_000077_1,bottom100,Soggy Dog CW,soggydogcarwash_000077,1,WV,South,714 Ritter Dr,37.749717,-81.141077,22357.0,2025.0,1863.0,78,soggydogcarwash_000077,37.7497422,-81.1410942,Soggy Dog Car Wash,Lat/Lng,-81.1410942,37.7497422,Soggy Dog Car Wash,11967.761869580776,-0.0538570280472093,-0.0057960628138689,43.14441438661922,5144.216649657348,70406.45166590795,47024.39511567628,1735.5953416334232,1777.5668386995094,2007.8882871906972,535.5901727218879,144.51565381267574,21.276859615929425,8084.560844576918,1.5651002266072185,357.157817120431,215.14069170714356,148.22032872994896,85.89554953249171,122.7744726568926,47024.39511567628,70406.45166590795,3429.927419872023,1,Soggy Dog Car Wash,,,0.0107604846496933,Tunnel Car Wash,Express/SS,No website,0.0,,,,0.0,,,,0,,0.0,,0.0,,0.0,1,0,439,3091,2612,2929,2598,1388,primary,46.83452167502612,soggydogcarwash_000077
