source_file,open_year,open_observed,mature_ok,mature_wash,plateau_loo,era_anchor,n_era,nmat_loo,traffic_count,pay,vac,tos,css,pay_choice,act_y1,nobs_y1,pf_y1,cs_y1,act_y2,nobs_y2,pf_y2,cs_y2,act_y3,nobs_y3,pf_y3,cs_y3,act_y4,nobs_y4,pf_y4,cs_y4,act_y5,nobs_y5,pf_y5,cs_y5,ramp_y1,ramp_y2,ramp_y3,ramp_y4,ramp_y5
Sonny's Express Exterior Proforma  (vehicle market)_0695w00000IU9N0AAL.xlsx,2022.0,True,True,2449.0,5682.086584412117,,0,1,35227.0,0.1,0.1,0.05,1.075,2,2278.6666666666665,12.0,8728.984292945772,4560.012755021132,2855.1666666666665,12.0,11521.174920813515,5484.730429706301,2811.6666666666665,12.0,12719.377112578126,5807.144648447542,2319.4444444444443,9.0,13184.720177672443,6239.724590460682,,,14225.61913906764,6508.529553462608,0.8025243345518154,0.965266957520987,1.022009179581758,1.0981396530595562,1.145447091798584
Sonny's Express Exterior Proforma (As is)_0695w00000AAGRMAA5.xlsx,2020.0,True,True,3480.5,7426.493019509199,,0,0,17032.0,0.0,-0.25,0.125,0.7750000000000001,LIVE PERSON,3111.8333333333335,12.0,2497.2442800392164,5843.772423509735,4572.333333333333,12.0,3296.0522329710147,7008.21994260389,5052.5,12.0,3567.491828627452,7382.929268914264,4254.916666666667,12.0,3698.009822357724,7374.314496343359,3912.5,12.0,3989.9579662280703,7398.953151504455,0.7868818307858502,0.9436782508505001,0.9941340077368289,0.9929740022607213,0.996291672538788
Sonny's Express Exterior Proforma (Market share)_069f2000008N6nuAAC.xlsx,2023.0,True,True,454.5,7684.587830917571,,0,0,19660.0,0.1,0.05,0.05,1.075,2,433.75,12.0,4088.399612671568,6071.783829322598,379.875,8.0,5396.179612998188,7255.036429519859,588.5,8.0,5840.570875245096,7630.09257987433,,,6054.250297510161,7612.294100684354,,,6532.217426260963,7638.104466947374,0.7901248528768006,0.94410221981334,0.9929085004632273,0.9905923737454914,0.9939510921089119
Sonny's Express Exterior Proforma (modified traffic)_0695w00000HHR0tAAH.xlsx,2020.0,False,True,3348.5,3109.991493799192,,0,5,20000.0,0.05,0.05,0.075,0.875,1,2311.4166666666665,12.0,4248.439613970587,2708.5251627140756,3250.4166666666665,12.0,5607.412533967392,2964.3834879679525,3298.0833333333335,12.0,6069.199448529412,2984.575903649549,3297.25,12.0,6291.243330792683,2899.5591766319867,3356.0833333333335,12.0,6787.920435855262,2872.9017540806403,0.8709107944875174,0.9531805774640999,0.9596733333838048,0.9323366904421532,0.9237651484927629
Sonny's Express Exterior Proforma (traffic volume)_0695w000009kd1pAAA.xlsx,2022.0,True,True,6141.5,8190.735372557412,,0,0,13694.0,0.1,0.1,0.075,1.175,2,5231.833333333333,12.0,3116.586866664216,6032.238261287191,6328.916666666667,12.0,4113.507510348732,7675.438968965035,6885.833333333333,12.0,4452.266952377451,8298.720550556134,6643.6,10.0,4615.154767708334,8436.416969761376,,,4979.509091474782,8458.364874031866,0.7364709011962294,0.9370878950235838,1.0131838196556222,1.0299950597875627,1.032674660979908
Sonny's Express Exterior Proforma (with vacs)_0695w00000JbgLSAAZ.xlsx,2020.0,False,True,5770.0,7056.750321520014,,0,0,5933.0,0.1,0.1,0.075,1.075,2,4071.6666666666665,12.0,1332.02132,5727.77988196286,5263.833333333333,12.0,1758.1026739130432,6639.146897690396,5459.166666666667,12.0,1921.9164759999996,6925.869175105231,6279.333333333333,12.0,1992.230493414634,6881.856741245482,6212.166666666667,12.0,2128.229552631579,6863.01528762823,0.8116738755083379,0.9408221341548518,0.9814530569381699,0.9752161303282642,0.972546140211171
"Sonny's Express Exterior Proforma - 1309 West Chester Pike, West Chester, PA 19382_0695w00000WqSN5AAN.xlsx",2020.0,False,True,3852.0,6526.0057069472305,,0,1,34610.0,0.1,0.1,0.05,1.125,2,3158.9166666666665,12.0,8277.818120404412,5719.747728839619,4105.666666666667,12.0,10925.691618546194,6228.009800336621,4698.833333333333,12.0,11943.709002297794,6295.269868389256,4745.333333333333,12.0,12380.673965796492,6174.767204318806,4590.25,12.0,13225.837222450657,6157.784488359434,0.8764546011277139,0.9543371673283431,0.9646436351852488,0.9461786399827209,0.9435763259912863
"Sonny's Express Exterior Proforma - 1809 E Fire Tower Rd, Greenville, NC 27858_069Uc000007cR4oIAE.xlsx",2025.0,True,False,4379.0,8719.520478149225,,0,0,15500.0,0.15,0.15,0.125,1.2500000000000002,3 OR MORE,3587.75,12.0,4114.623161764707,6795.719246121171,6824.5,6.0,5430.791440217393,8371.231263629823,,,5878.033088235296,8560.548678997924,,,6093.083079268294,8604.407632827877,,,6574.11595394737,8576.41980074725,0.7793684598999424,0.9600563797754474,0.9817682865073053,0.9867982596508815,0.9835884693704683
"Sonny's Express Exterior Proforma - 3361 Buford Drive Buford, GA 30519_069Uc00000FA06KIAT.xlsx",2025.0,True,False,11224.5,6366.518057992637,3313.041666666667,4,9,36512.0,0.1,0.1,0.125,1.1,2,10494.416666666666,12.0,8799.136952941177,5149.224124276371,14766.666666666666,3.0,11613.767717391303,6154.376541168272,,,12570.195647058825,6395.132058399569,,,13030.080853658535,6713.961479864091,,,14058.771447368425,6900.986654304822,0.8087975369538056,0.9666785651290127,1.0044944505216646,1.0545735390533084,1.0839499065963072
"Sonny's Express Exterior Proforma - 3710 Washington Rd, Augusta, GA 30907 (Revisions)_069Uc00000EVSL0IAP.xlsx",2025.0,True,False,764.0,7046.8488219873525,15223.142857142857,1,1,33208.0,0.05,0.05,0.075,0.7250000000000001,1,655.1428571428571,7.0,6441.338667647059,5619.111375449266,,,8501.766875000001,6793.954368132891,,,9201.912382352944,7047.5555643453845,,,9538.567713414635,7310.844275037995,,,10291.612532894738,7443.453779128143,0.7973934899691185,0.9641124053824757,1.0001002919710476,1.0374629085594873,1.0562811786033093
"Sonny's Express Exterior Proforma - 8909 Six Forks Rd Raleigh, NC, NC 27615_069Uc00000DMO5vIAH.xlsx",2021.0,True,True,17049.0,9629.169757624735,,0,8,32998.0,0.1,0.15,0.125,1.1250000000000002,2,9575.166666666666,12.0,7820.616987132352,7482.786051332639,15387.5,12.0,10322.242917798916,9239.621220188392,17546.75,12.0,11172.30998161765,9762.2305401247,18737.666666666668,12.0,11581.053029725612,10322.19360011352,17887.333333333332,12.0,12495.34668996711,10609.010611835723,0.7770956624175713,0.959544950681975,1.0138185104063204,1.07197129762304,1.101757563619139
"Sonny's Express Exterior Proforma -7989 North Hualapai Way, Las Vegas, NV 89166_0695w00000XImaiAAD.xlsx",2025.0,True,False,606.0,7446.987375332104,,0,1,4193.0,0.1,0.1,0.15,1.15,2,608.5833333333334,12.0,1005.412030514706,6051.006137819791,,,1327.0189843750002,7368.392162684874,,,1522.481074779412,7007.232170861639,,,1563.2930962271346,6272.583438713359,,,1686.7109722450662,6136.023546226156,0.8125441648878774,0.9894460392255298,0.9409485766113772,0.842298116348509,0.8239605140934613
"Sonny's Express Exterior Proforma 1245 Fremont St., Fenley_0695w00000QAl3eAAD.xlsx",2024.0,True,True,9962.0,7243.099284523803,,0,0,17466.0,0.1,0.1,0.15,1.325,2,6268.272727272727,11.0,4984.926271268381,5260.725193244461,9610.083333333334,12.0,6579.483432574728,7039.41701006709,10885.0,2.0,7263.749709562498,7186.956290090275,,,7455.678055546875,6939.409019462434,,,8044.28421782689,6946.234968082427,0.7263085851225255,0.971879127089709,0.9922487608925246,0.9580717793403359,0.9590141864994616
Sonny's Express Exterior Proforma 1250 W Orem Drive Houston 65_0695w00000WNyLRAA1.xlsx,2025.0,True,False,10234.5,8637.787284451297,7636.125,5,9,28778.0,0.1,0.1,0.15,1.2500000000000002,2,9838.375,8.0,7622.731452205883,6503.023739584421,,,10061.058593750004,8241.23385862463,,,11216.304851102945,8393.945327087175,,,11626.65746760671,8290.741512050508,,,12422.7597162829,8156.07337946189,0.7528575925098757,0.9540908553582357,0.9717703215726258,0.9598223756881004,0.9442317934991835
"Sonny's Express Exterior Proforma 13020 US-1, Sebastian_0695w00000RVGPpAAP.xlsx",2023.0,True,True,6673.0,8718.679409775123,,0,0,23994.0,0.1,0.05,0.05,0.975,2,4386.583333333333,12.0,4915.78177665441,7119.5140363221435,5774.333333333333,12.0,6488.221289062501,8443.432195494328,6341.181818181818,11.0,7162.996303124998,8499.27408913536,,,7352.262465605944,8484.021878808366,,,7932.704239206414,8455.717251475464,0.8165816979507191,0.9684301714348854,0.9748350282963987,0.9730856566759795,0.9698392215219162
"Sonny's Express Exterior Proforma 13106 Valley Blvd., La Puente_0695w00000QAu7fAAD.xlsx",2025.0,True,False,3798.5,7577.272222864197,12937.416666666668,2,5,34130.0,0.1,0.1,0.15,1.15,2,3258.25,12.0,7225.327901286765,5840.814536759913,4589.0,3.0,9536.535273437505,7432.919175837173,,,10425.11597185662,7347.034110036077,,,10699.527379954272,6844.486289079391,,,11544.22690995066,6769.871279455208,0.770833403495182,0.9809492066826577,0.9696146441547417,0.9032915919829769,0.8934443794994352
"Sonny's Express Exterior Proforma 1360 Lee St., Des Plaines_0695w00000Sjfk7AAB.xlsx",2024.0,True,False,18828.0,8163.1206572344445,,0,0,17430.0,0.15,0.1,0.075,1.05,3 OR MORE,18084.916666666668,12.0,3951.078538235294,6887.510043219428,22078.285714285714,7.0,5214.93285326087,7955.289581807188,,,5644.397911764706,7916.399035786828,,,5850.900274390243,7861.738545629101,,,6312.8134539473685,7835.019234022231,0.8437349308460208,0.9745402421262671,0.9697760658200043,0.9630800371254775,0.9598068634546718
"Sonny's Express Exterior Proforma 14537 Sherman Way, Los Angeles_0695w00000QAXd4AAH.xlsx",2024.0,True,True,18770.0,15850.55489971475,,0,5,34622.0,0.1,0.1,0.15,1.05,2,20338.333333333332,12.0,7564.264838272058,10255.204627970015,20712.583333333332,12.0,9983.889926290762,15148.723401130432,18770.0,2.0,10914.153552363972,16335.037300525946,,,11313.451853060214,16920.21117620696,,,12085.761489720397,17410.36253495941,0.646993413975341,0.9557219603335811,1.0305656428987173,1.067483837837845,1.098407131177012
"Sonny's Express Exterior Proforma 1623 S Poinciana Blvd. Kissimmee, FL 34758_0695w00000WO90ZAAT.xlsx",2023.0,True,True,13121.0,12046.994319435677,12397.083333333334,1,6,15673.0,0.15,0.1,0.15,1.325,3 OR MORE,10303.416666666666,12.0,4417.395435340072,9244.355746842257,13994.0,12.0,5830.41322987432,11533.234968001738,14870.0,3.0,6562.987503933822,12197.643788377209,,,6737.682410523055,12891.199971099522,,,7269.604706090665,13239.38245998796,0.7673578572149019,0.9573537317432714,1.0125051498279938,1.0700760396559557,1.0989780611607476
Sonny's Express Exterior Proforma 172 Freemans Bridge Rd Scotia_0695w00000QBiivAAD.xlsx,2020.0,False,True,1843.0,6117.917762240236,,0,1,12236.0,0.1,0.1,0.075,1.075,2,1749.3636363636363,11.0,2800.326011617646,5469.654093892619,1908.75,12.0,3696.0824687499994,5860.999798707112,1722.8333333333333,12.0,4040.470388191175,6223.056567096311,1556.3333333333333,12.0,4146.824233231707,6684.646442025217,1685.3333333333333,12.0,4474.205093749999,7065.579040867199,0.8940385121963068,0.9580056526554148,1.017185390347185,1.0926342428600182,1.1548993163124757
"Sonny's Express Exterior Proforma 231 MacCorkle Ave SW, South Charleston, WV 25303_0695w00000VmTqVAAV.xlsx",2024.0,True,False,5778.5,7405.533147319868,,0,2,19504.0,0.1,0.1,0.15,1.2,2,4084.25,12.0,4906.997018823528,5757.68226798869,6425.777777777777,9.0,6476.6264999999985,7106.588782223805,,,7009.995741176469,7716.158559301192,,,7266.458999999999,8548.004560327943,,,7840.126815789473,9048.310084959654,0.7774838291112707,0.9596322966693824,1.0419450437668683,1.1542726756170887,1.2218310153988472
"Sonny's Express Exterior Proforma 2416 Dempster St., Evanston_0695w00000SjPaGAAV.xlsx",2022.0,True,True,3303.5,6435.7699834897385,,0,0,12464.0,0.05,0.05,0.05,0.925,1,2319.5833333333335,12.0,2481.1855682352934,5678.036624361062,2305.6666666666665,12.0,3274.8567282608697,6153.545912925781,3131.75,12.0,3579.996319882353,6349.907459222824,3730.909090909091,11.0,3674.2295,6483.092192507796,,,3964.30025,6767.013102245769,0.8822622062204588,0.9561475827619736,0.9866585467648494,1.007352998808139,1.0514690735694094
Sonny's Express Exterior Proforma 28 Ferry Road_0695w00000Si8m7AAB.xlsx,2025.0,True,False,0.0,5245.762924108301,9178.285714285714,9,9,18081.0,0.1,0.1,0.15,1.2000000000000002,2,610.5714285714286,7.0,4678.139673529412,4601.710937317377,,,6174.563233695652,5149.940520952741,,,6683.05667647059,5162.195073543859,,,6927.558750000001,5232.321488163697,,,7474.471282894738,5349.9379473059635,0.8772243435114058,0.9817333713814662,0.9840694572413129,0.9974376585181097,1.0198588889175486
"Sonny's Express Exterior Proforma 3111 Teays Valley Rd., Hurricane_0695w00000Q8kRHAAZ.xlsx",2023.0,True,True,5369.5,8460.426625000724,,0,2,14583.0,0.1,0.05,0.075,1.1,2,2920.1666666666665,12.0,3446.28458382353,6893.286862761049,4424.5,12.0,4548.667540760871,8189.87996951324,5846.777777777777,9.0,4923.263691176471,8748.318291152516,,,5103.383094512196,9623.471664579682,,,5506.281759868422,10185.925379962608,0.8147682343099878,0.9680221024920879,1.034028031789918,1.1374688406542215,1.2039493788484616
"Sonny's Express Exterior Proforma 35952 US Hwy 19 N, Palm Harbor, FL 34684_0695w00000Y5LyUAAV.xlsx",2024.0,True,False,10942.0,8815.79899624683,14165.583333333334,1,3,68640.0,0.15,0.15,0.05,0.925,3 OR MORE,9070.25,12.0,13542.47011764706,6650.163942113769,12960.5,8.0,17874.378260869566,8414.026106816573,,,19152.922023529412,8768.999798487617,,,19853.63868292683,8975.673314292386,,,21421.03121052632,9021.422766187896,0.7543461398047935,0.9544258110239011,0.9946914400181838,1.0181349776819573,1.0233244621421844
"Sonny's Express Exterior Proforma 3893 McCoy Rd, Orlando, FL 32812 (traffic volume)_0695w00000WO8AHAA1.xlsx",2020.0,True,True,9846.5,13637.745276719004,,0,9,11674.0,0.1,0.1,0.075,1.1,2,7121.333333333333,12.0,2738.1027938970587,9819.723483139556,12273.666666666666,12.0,3613.955550951087,12910.938043786511,13097.833333333334,12.0,3989.80692825,13574.307414531242,12792.416666666666,12.0,4095.228656028963,13889.19554056864,11202.583333333334,12.0,4418.536181504934,13918.198576743904,0.7200401007564503,0.9467062026614307,0.9953483614116142,1.018437817890534,1.0205644917348369
"Sonny's Express Exterior Proforma 3972 Teays Valley Rd., Hurricane_0695w00000Q8nOVAAZ.xlsx",2023.0,True,True,6973.5,8343.902687206286,,0,2,24938.0,0.1,0.1,0.125,1.15,2,3876.0833333333335,12.0,6204.678919558824,6738.325175320529,6558.916666666667,12.0,8189.405406250003,8063.576031815631,7409.1,10.0,8952.46529822059,8740.062610838942,,,9188.113382621954,9805.953616344728,,,9913.490754934212,10498.709725459215,0.8075747558336711,0.9664034126595843,1.0474789721888882,1.1752238711245047,1.2582493012001323
"Sonny's Express Exterior Proforma 4300 Clinton Hwy, Knoxville_0695w00000RUh2HAAT.xlsx",2025.0,True,False,1941.5,5570.751143397088,,0,0,27683.0,0.1,0.1,0.075,1.025,2,2083.8,10.0,5892.751972573528,4367.922186092902,,,7777.700584918476,5354.142999581454,,,8502.399274713234,5942.583862878309,,,8726.20065625,6877.333994698595,,,9415.111234375,7505.458965447127,0.7840813695779828,0.9611168874286594,1.0667473218440118,1.2345433887941983,1.3472974778891738
"Sonny's Express Exterior Proforma 45430 Schenherr Rd., Shelby Twp._0695w00000Q9YSoAAN.xlsx",2020.0,False,True,2165.5,3495.156466069802,,0,3,36679.0,0.1,0.1,0.075,1.025,2,2702.818181818182,11.0,8083.728973134189,2927.2457964533187,2703.9166666666665,12.0,10669.518054602582,3321.4389909572583,2164.0,1.0,11663.666089807906,3487.315254792976,,,12090.38558089844,3563.465858416344,,,12915.732381887336,3669.6942305522266,0.837514951010167,0.9502976542541217,0.9977565492838599,1.019544015556864,1.0499370389213754
"Sonny's Express Exterior Proforma 5001 Collin McKinney Pkwy., McKinney, TX_0695w00000U9kNNAAZ.xlsx",2023.0,True,True,5632.5,10907.237897037572,8664.416666666666,3,8,25332.0,0.1,0.1,0.15,1.15,2,2650.75,12.0,6416.739489485294,8437.250998057929,4925.333333333333,12.0,8469.299015625,10457.273045396416,5828.333333333333,12.0,9716.776941220587,10961.479082564998,4996.666666666667,3.0,9977.247376943598,11470.73693563803,,,10764.924801439143,11722.93744118206,0.7735460689226833,0.9587462145880794,1.0049729533764142,1.051662853961726,1.07478516117871
"Sonny's Express Exterior Proforma 510 E Broadway, Louisville, KY_0695w00000U7IlyAAF.xlsx",2023.0,True,True,3804.5,6055.921576659653,8277.791666666668,2,4,18884.0,0.1,0.05,0.075,1.025,2,965.75,12.0,4019.500535183824,4879.145697914383,2605.0,12.0,5305.241389605979,5729.725532180389,3931.5,12.0,5856.986494125001,6140.998913570466,3807.5,2.0,6071.266487812501,6374.2060195319755,,,6550.577000008226,6573.21314779289,0.8056817837138571,0.9461360190434982,1.0140486193280167,1.0525575569041439,1.085419133089
"Sonny's Express Exterior Proforma 5958 N Main St., Joplin, MO_0695w00000SiquUAAR.xlsx",2024.0,True,False,3314.5,6271.953254428476,,0,0,25915.0,0.1,0.1,0.125,1.3,2,3023.0,11.0,7188.373204044117,4697.2000375405905,3404.8888888888887,9.0,9487.759663722827,5887.580253311204,,,10371.795622977945,6941.448255118525,,,10751.251560403964,8173.3569203316865,,,11600.034578330597,8989.137417467033,0.748921404065633,0.9387155826064432,1.1067442586912355,1.3031597317088859,1.4332277446615245
"Sonny's Express Exterior Proforma 710 Jamacha Rd., El Cajon_0695w00000Sia3PAAR.xlsx",2024.0,True,False,3147.5,5872.361114974621,3146.0,1,3,41930.0,0.1,0.1,0.15,1.15,2,1979.8181818181818,11.0,10344.500970588237,4406.592261418593,3656.125,8.0,13653.456250000005,5736.038926602264,,,14777.858529411766,5744.638612089588,,,15318.511890243904,5436.373557475793,,,16527.86809210527,5404.309690090311,0.7503953137659922,0.9767857960872445,0.9782502301230523,0.9257560035967386,0.9202958715037516
"Sonny's Express Exterior Proforma 7326 Reseda Blvd., Reseda_0695w00000QAYyrAAH.xlsx",2024.0,True,True,16731.5,15160.203280186632,,0,5,39080.0,0.1,0.1,0.075,0.825,2,15362.25,12.0,6946.762022426469,9799.01411705003,18316.75,12.0,9168.862917798911,14486.996316939774,16084.666666666666,3.0,10023.185203786765,15404.970267283526,,,10389.88710148628,15567.018812454948,,,11099.14984786184,15770.766485589407,0.6463642957780575,0.9555938036710435,1.0161453631309014,1.0268344378205005,1.0402740777361963
"Sonny's Express Exterior Proforma 9520 Cullen Blvd., Houston_0695w00000Sho0XAAR.xlsx",2023.0,True,True,7787.5,9973.02618121304,4215.333333333333,3,7,23131.0,0.15,0.1,0.075,1.15,3 OR MORE,5137.583333333333,12.0,5516.241336194853,7639.358957170968,7470.166666666667,12.0,7280.753316406249,9544.671301208567,7748.916666666667,12.0,7959.148213652574,9662.37428558288,,,8250.336562932544,9511.247043054853,,,8813.54348828125,9350.210149112494,0.7660020958895926,0.9570486558221017,0.9688507891200208,0.9536971898230774,0.9375499451436524
"Sonny's Express Exterior Proforma Buford Dr., Buford_0695w00000OxYTfAAN.xlsx",2024.0,True,False,4340.0,8105.913380806307,8866.666666666666,7,15,34038.0,0.1,0.1,0.075,1.025,2,4566.333333333333,12.0,7601.340193511028,6168.486979816397,4290.181818181818,11.0,10032.82478957201,7748.604193639128,,,11402.010290266544,7960.827946998567,,,11819.157008203125,7990.443459416037,,,12630.798366661184,7941.5284370291565,0.7609860468559323,0.9559199351903713,0.9821012849518869,0.9857548537758019,0.9797203675817223
"Sonny's Express Exterior Proforma Cirby Way, Roseville_0695w00000OxyMQAAZ.xlsx",2025.0,True,False,5722.0,6863.659565925994,,0,0,17364.0,0.15,0.15,0.075,1.1750000000000005,3 OR MORE,4341.083333333333,12.0,4423.290358014707,5276.457321443486,6009.666666666667,6.0,5838.193795516306,6729.992298966005,,,6382.176087992649,6741.289126734064,,,6550.16864862805,6399.526836345419,,,7067.287226151318,6399.240361480428,0.7687527725934971,0.9805253646868549,0.9821712545593859,0.9323782415018484,0.9323365035831421
Sonny's Express Exterior Proforma Fischer Park Dr._0695w00000OwhmfAAB.xlsx,2024.0,True,False,9770.5,5917.873007817742,7719.75,2,4,35572.0,0.1,0.1,0.075,0.925,2,6600.583333333333,12.0,7196.332320625002,4934.980761580788,10482.4,10.0,9498.264708899456,5754.123656099204,,,10486.084238625,5801.988805253561,,,10763.155570133384,5861.542908332987,,,11612.878378301808,5896.419652709293,0.8339112304474064,0.9723296948916919,0.9804179301564778,0.990481360547896,0.996374819959788
Sonny's Express Exterior Proforma Update_0695w00000HJAnSAAX.xlsx,2021.0,True,True,6332.5,6087.967993995477,,0,0,25042.0,0.1,0.1,0.075,0.975,2,5542.0,12.0,4922.17173977941,5256.291682384993,5616.5,12.0,6496.655246603262,5805.97569137916,6159.833333333333,12.0,7172.30739225,5876.242072472963,5933.416666666667,12.0,7434.708882210366,5703.131643127818,7036.375,8.0,8021.6595834375,5729.225060469499,0.8633901636094735,0.9536803900916621,0.9652222347864939,0.9367873892820692,0.9410734527711375
"Sonny's Express Exterior Proforma _3373 SE Federal Hwy, Stuart, FL 34997_069Uc0000038IUHIA2.xlsx",2025.0,True,False,6048.0,8740.225519094036,8415.916666666666,3,2,45496.0,0.15,0.15,0.075,1.1,3 OR MORE,4538.833333333333,12.0,11755.050911676472,7329.226651407622,4999.5,2.0,15515.206948641307,8507.52894829062,,,17128.788471300002,8289.769189494184,,,17581.378410582318,7934.37599169225,,,18969.3819693125,7728.802565665147,0.8385626475422261,0.9733763653700852,0.9484617040354647,0.9077999159585397,0.8842795358976359
